zid x y z sxx syy szz sxy sxz syz
6455 2909 4775 200.743 -4.924e+06 -5.75091e+06 -5.41776e+06 312527 -110988 59963.2
6456 2911 4775 200.743 -4.92944e+06 -5.75358e+06 -5.42307e+06 305422 -110406 57523.6
6457 2913 4775 200.743 -4.91274e+06 -5.74747e+06 -5.4171e+06 297635 -110728 56088.8
6458 2915 4775 200.743 -4.90936e+06 -5.75185e+06 -5.41975e+06 288990 -112595 55215.5
6459 2917 4775 200.743 -4.89824e+06 -5.7504e+06 -5.41545e+06 278405 -114956 54927.8
6460 2919 4775 200.743 -4.89468e+06 -5.74851e+06 -5.41126e+06 267404 -117869 55255.9
6461 2921 4775 200.743 -4.89759e+06 -5.749e+06 -5.40862e+06 256660 -120047 55891.8
6462 2923 4775 200.743 -4.90535e+06 -5.75184e+06 -5.40729e+06 246699 -120871 56446.7
6463 2925 4775 200.743 -4.91537e+06 -5.75586e+06 -5.40655e+06 237590 -119591 56337.3
6464 2927 4775 200.743 -4.9294e+06 -5.76119e+06 -5.40837e+06 230086 -115272 54673.2
6465 2929 4775 200.743 -4.94555e+06 -5.77299e+06 -5.41915e+06 225101 -107346 50297.5
6466 2931 4775 200.743 -4.91463e+06 -5.75984e+06 -5.40671e+06 218965 -106453 43885.3
6467 2933 4775 200.743 -4.92827e+06 -5.77142e+06 -5.41624e+06 209530 -111164 38530.1
6468 2935 4775 200.743 -4.94019e+06 -5.77893e+06 -5.41828e+06 202367 -113432 35512.3
6469 2937 4775 200.743 -4.94902e+06 -5.78278e+06 -5.41581e+06 196603 -113054 33873.7
6470 2939 4775 200.743 -4.95504e+06 -5.78226e+06 -5.41012e+06 191548 -110367 32921.8
6471 2941 4775 200.743 -4.96354e+06 -5.78111e+06 -5.40644e+06 186502 -105127 32272.8
6472 2943 4775 200.743 -4.97803e+06 -5.7798e+06 -5.40841e+06 181608 -96444.1 31776.6
6473 2945 4775 200.743 -4.99849e+06 -5.7804e+06 -5.42233e+06 176316 -83348.6 31520.6
6674 2847 4785 200.743 -5.6955e+06 -5.89853e+06 -5.0682e+06 54162.9 41723.9 26991.7
6675 2849 4785 200.743 -5.69584e+06 -5.91654e+06 -5.08766e+06 59916.9 40583.4 27905.1
6676 2851 4785 200.743 -5.69052e+06 -5.93577e+06 -5.10758e+06 65875.1 39484.2 28154.2
6677 2853 4785 200.743 -5.67304e+06 -5.95337e+06 -5.12509e+06 73232.3 39354.4 27754.1
6678 2855 4785 200.743 -5.63729e+06 -5.97275e+06 -5.14074e+06 84976.3 40437.1 26750.6
6679 2857 4785 200.743 -5.11573e+06 -5.59337e+06 -5.07498e+06 171073 71143.2 61480.4
6680 2859 4785 200.743 -5.01351e+06 -5.61492e+06 -5.08404e+06 186882 69579.3 56021.1
6681 2861 4785 200.743 -4.93346e+06 -5.62092e+06 -5.09541e+06 202084 65408.8 54173.1
6682 2863 4785 200.743 -4.85868e+06 -5.60246e+06 -5.09864e+06 231084 62279 54132.1
6683 2865 4785 200.743 -4.87943e+06 -5.62173e+06 -5.14988e+06 243313 56029.6 54479.2
6684 2867 4785 200.743 -4.8693e+06 -5.62437e+06 -5.18171e+06 250124 50712.3 53544.5
6685 2869 4785 200.743 -4.83222e+06 -5.61605e+06 -5.19894e+06 254840 43800.7 51717.1
6686 2871 4785 200.743 -4.8232e+06 -5.62248e+06 -5.2313e+06 252346 34426.2 50513
6687 2873 4785 200.743 -4.81222e+06 -5.62509e+06 -5.25936e+06 252116 25176.8 50330.9
6688 2875 4785 200.743 -4.7974e+06 -5.62638e+06 -5.28319e+06 252023 14596.9 50687.7
6689 2877 4785 200.743 -4.78263e+06 -5.62672e+06 -5.30326e+06 251992 1893.63 51675.8
6690 2879 4785 200.743 -4.76739e+06 -5.62019e+06 -5.31534e+06 251687 -13124.4 53813
6691 2881 4785 200.743 -4.75451e+06 -5.61208e+06 -5.32244e+06 249321 -30901.4 58197.3
6692 2883 4785 200.743 -4.74219e+06 -5.59374e+06 -5.31568e+06 244700 -49317.9 66353.7
6693 2885 4785 200.743 -4.79575e+06 -5.60189e+06 -5.3374e+06 242263 -56725.4 79129.8
6694 2887 4785 200.743 -4.77872e+06 -5.57434e+06 -5.32527e+06 261847 -55888.2 90963.6
6695 2889 4785 200.743 -4.7573e+06 -5.56227e+06 -5.32488e+06 279176 -55825.7 97291.2
6696 2891 4785 200.743 -4.73063e+06 -5.55506e+06 -5.32639e+06 292859 -59408 99980.1
6697 2893 4785 200.743 -4.70247e+06 -5.55537e+06 -5.33078e+06 303502 -66930.4 100221
6698 2895 4785 200.743 -4.67125e+06 -5.55099e+06 -5.32877e+06 310868 -79069.4 98481.8
6699 2897 4785 200.743 -4.64348e+06 -5.54811e+06 -5.32277e+06 315779 -96615.1 94692.3
6700 2899 4785 200.743 -4.61403e+06 -5.54216e+06 -5.30388e+06 321356 -122012 88140.4
6701 2901 4785 200.743 -4.5803e+06 -5.53279e+06 -5.25734e+06 328778 -155742 77811.9
6702 2903 4785 200.743 -4.96619e+06 -5.78404e+06 -5.46017e+06 292739 -149365 75109.6
6703 2905 4785 200.743 -4.95271e+06 -5.79298e+06 -5.43915e+06 294556 -134923 78803
6704 2907 4785 200.743 -4.9302e+06 -5.79262e+06 -5.4257e+06 295097 -126216 77677.8
6705 2909 4785 200.743 -4.9079e+06 -5.78843e+06 -5.41496e+06 296870 -123817 73731.7
6706 2911 4785 200.743 -4.88606e+06 -5.77445e+06 -5.40037e+06 300959 -124529 65827.4
6707 2913 4785 200.743 -4.88804e+06 -5.76474e+06 -5.39496e+06 296308 -124541 56059.9
6708 2915 4785 200.743 -4.88673e+06 -5.75357e+06 -5.38814e+06 288925 -124166 48677.6
6709 2917 4785 200.743 -4.88952e+06 -5.74778e+06 -5.38551e+06 280456 -123469 43640.6
6710 2919 4785 200.743 -4.88918e+06 -5.74335e+06 -5.38239e+06 269756 -122822 40064.4
6711 2921 4785 200.743 -4.88849e+06 -5.7399e+06 -5.37899e+06 259269 -122361 37744
6712 2923 4785 200.743 -4.88703e+06 -5.73672e+06 -5.37481e+06 248696 -121637 36289
6713 2925 4785 200.743 -4.88486e+06 -5.73394e+06 -5.37007e+06 238315 -120367 35431.4
6714 2927 4785 200.743 -4.87899e+06 -5.73001e+06 -5.36322e+06 228216 -118710 34884.8
6715 2929 4785 200.743 -4.86804e+06 -5.72596e+06 -5.35466e+06 217770 -117500 34422.9
6716 2931 4785 200.743 -4.86462e+06 -5.72763e+06 -5.35086e+06 206848 -117025 34072.7
6717 2933 4785 200.743 -4.85365e+06 -5.72357e+06 -5.34095e+06 194970 -116921 34083.6
6718 2935 4785 200.743 -4.84967e+06 -5.72146e+06 -5.33318e+06 182655 -117307 34566.2
6719 2937 4785 200.743 -4.852e+06 -5.72239e+06 -5.32809e+06 171046 -116903 35315.2
6720 2939 4785 200.743 -4.85862e+06 -5.72486e+06 -5.32458e+06 160759 -114997 35970.7
6721 2941 4785 200.743 -4.86623e+06 -5.72509e+06 -5.32023e+06 152229 -111095 36054.3
6722 2943 4785 200.743 -4.87496e+06 -5.72722e+06 -5.31866e+06 145456 -104549 34857.9
6723 2945 4785 200.743 -4.88466e+06 -5.73377e+06 -5.32465e+06 140896 -95346 31315.4
10424 2847 4790.5 200.743 -5.69119e+06 -5.93248e+06 -5.04866e+06 51492.5 52220.6 14544.9
10425 2849 4790.5 200.743 -5.69446e+06 -5.94913e+06 -5.06728e+06 51463.2 50340.9 16208.1
10426 2851 4790.5 200.743 -5.69187e+06 -5.9667e+06 -5.08687e+06 46982 48301.4 17348.2
10427 2853 4790.5 200.743 -5.67963e+06 -5.98814e+06 -5.10753e+06 30820.4 47259.2 17434.6
10428 2855 4790.5 200.743 -5.64249e+06 -5.97323e+06 -5.11265e+06 -26143.5 46537.9 14968.9
10429 2857 4790.5 200.743 -5.88925e+06 -6.01309e+06 -5.22025e+06 -41044.6 34349.5 17735.8
10430 2859 4790.5 200.743 -5.86367e+06 -5.9727e+06 -5.22364e+06 25672.6 33866.5 23387.7
10431 2861 4790.5 200.743 -5.85182e+06 -5.99947e+06 -5.25401e+06 57384.3 32840.6 24068.9
10432 2863 4790.5 200.743 -5.86398e+06 -6.12994e+06 -5.32487e+06 84772.6 32007.7 21099.3
10433 2865 4790.5 200.743 -4.766e+06 -5.6192e+06 -5.03506e+06 324634 74907.5 41757.4
10434 2867 4790.5 200.743 -4.89908e+06 -5.75166e+06 -5.18099e+06 346841 66792 36002.1
10435 2869 4790.5 200.743 -4.85494e+06 -5.68206e+06 -5.17761e+06 324992 57949.9 33170.5
10436 2871 4790.5 200.743 -4.85038e+06 -5.68955e+06 -5.21525e+06 333231 48684.2 30958.8
10437 2873 4790.5 200.743 -4.82454e+06 -5.67461e+06 -5.23328e+06 325832 37978.7 29274.7
10438 2875 4790.5 200.743 -4.81478e+06 -5.6737e+06 -5.26038e+06 319237 26446.6 28720.8
10439 2877 4790.5 200.743 -4.8031e+06 -5.66729e+06 -5.28249e+06 310162 14023.8 29207.6
10440 2879 4790.5 200.743 -4.80601e+06 -5.66429e+06 -5.30867e+06 305743 1420.95 30386.4
10441 2881 4790.5 200.743 -4.80961e+06 -5.64788e+06 -5.32806e+06 310504 -9551.3 31628.5
10442 2883 4790.5 200.743 -4.8321e+06 -5.66844e+06 -5.36894e+06 336024 -15167 28689.5
10443 2885 4790.5 200.743 -4.72461e+06 -5.64637e+06 -5.34443e+06 334672 -24795.2 21829.4
10444 2887 4790.5 200.743 -4.74937e+06 -5.66928e+06 -5.38545e+06 305378 -38383.6 19166.2
10445 2889 4790.5 200.743 -4.75255e+06 -5.65362e+06 -5.40155e+06 300385 -47081.2 20563.6
10446 2891 4790.5 200.743 -4.74808e+06 -5.64746e+06 -5.416e+06 302630 -55495.3 21527.4
10447 2893 4790.5 200.743 -4.72912e+06 -5.64082e+06 -5.42222e+06 302526 -66260 21913.7
10448 2895 4790.5 200.743 -4.71087e+06 -5.63684e+06 -5.42423e+06 296703 -81071.4 22602.3
10449 2897 4790.5 200.743 -4.67901e+06 -5.62706e+06 -5.41106e+06 282423 -101256 25366.1
10450 2899 4790.5 200.743 -4.65173e+06 -5.63184e+06 -5.39303e+06 249207 -129690 33780.2
10451 2901 4790.5 200.743 -4.61689e+06 -5.58772e+06 -5.3287e+06 185439 -164090 52710
10452 2903 4790.5 200.743 -4.82776e+06 -5.59814e+06 -5.3703e+06 158008 -157522 71069.6
10453 2905 4790.5 200.743 -4.78094e+06 -5.5116e+06 -5.29824e+06 224313 -142860 81612.8
10454 2907 4790.5 200.743 -4.75088e+06 -5.52877e+06 -5.28674e+06 252127 -132717 88060.6
10455 2909 4790.5 200.743 -4.69646e+06 -5.50618e+06 -5.25379e+06 268048 -131349 88598.6
10456 2911 4790.5 200.743 -4.68385e+06 -5.571e+06 -5.26437e+06 279101 -139559 83661.1
10457 2913 4790.5 200.743 -4.84219e+06 -5.76265e+06 -5.38134e+06 300152 -143667 72398.5
10458 2915 4790.5 200.743 -4.86202e+06 -5.76527e+06 -5.37427e+06 298088 -140780 58301.7
10459 2917 4790.5 200.743 -4.84807e+06 -5.73384e+06 -5.3461e+06 279366 -136849 48113.2
10460 2919 4790.5 200.743 -4.85879e+06 -5.73889e+06 -5.34498e+06 268715 -133063 42228.1
10461 2921 4790.5 200.743 -4.85542e+06 -5.73293e+06 -5.33731e+06 257344 -129935 37594.6
10462 2923 4790.5 200.743 -4.85704e+06 -5.73271e+06 -5.33559e+06 248387 -127170 33370.9
10463 2925 4790.5 200.743 -4.85047e+06 -5.72724e+06 -5.32967e+06 237587 -124735 29757.6
10464 2927 4790.5 200.743 -4.8445e+06 -5.72564e+06 -5.32593e+06 225662 -123070 27195.6
10465 2929 4790.5 200.743 -4.84083e+06 -5.7223e+06 -5.32211e+06 211955 -122388 26385.9
10466 2931 4790.5 200.743 -4.8442e+06 -5.71848e+06 -5.32024e+06 201681 -121149 26996.7
10467 2933 4790.5 200.743 -4.84438e+06 -5.71608e+06 -5.31744e+06 195524 -119315 27499.3
10468 2935 4790.5 200.743 -4.84237e+06 -5.7158e+06 -5.31404e+06 188776 -118094 27620.6
10469 2937 4790.5 200.743 -4.84104e+06 -5.71548e+06 -5.30963e+06 181501 -116885 27955.6
10470 2939 4790.5 200.743 -4.84157e+06 -5.71579e+06 -5.305e+06 174591 -114869 28526.7
10471 2941 4790.5 200.743 -4.84472e+06 -5.71631e+06 -5.30056e+06 169862 -111576 29066.2
10472 2943 4790.5 200.743 -4.8421e+06 -5.71318e+06 -5.29223e+06 168721 -106942 29105.8
10473 2945 4790.5 200.743 -4.82413e+06 -5.70726e+06 -5.27833e+06 166444 -102443 28255
10674 2847 4791.5 200.743 -5.69173e+06 -5.93529e+06 -5.05103e+06 51927.2 57833.8 14673
10675 2849 4791.5 200.743 -5.69951e+06 -5.95285e+06 -5.07029e+06 51558.6 55860.1 16422.4
10676 2851 4791.5 200.743 -5.70306e+06 -5.96858e+06 -5.08981e+06 46224.9 53627.5 17752.5
10677 2853 4791.5 200.743 -5.70402e+06 -5.97638e+06 -5.10827e+06 30465.6 51809.7 17631.2
10678 2855 4791.5 200.743 -5.73039e+06 -5.98734e+06 -5.13606e+06 15038.8 49415.6 15732.3
10679 2857 4791.5 200.743 -5.80728e+06 -6.00693e+06 -5.18033e+06 9008.73 42755.6 15680.8
10680 2859 4791.5 200.743 -5.84067e+06 -6.0046e+06 -5.20823e+06 28404.4 40564.5 16788.9
10681 2861 4791.5 200.743 -5.84419e+06 -6.03801e+06 -5.24293e+06 55901.5 38946.2 16430.2
10682 2863 4791.5 200.743 -5.80729e+06 -6.04048e+06 -5.26021e+06 43695.7 36698 15804.5
10683 2865 4791.5 200.743 -5.87784e+06 -6.15742e+06 -5.34896e+06 62257.9 34131.2 14398.2
10684 2867 4791.5 200.743 -4.76794e+06 -5.60951e+06 -5.04229e+06 319328 76397 32080.8
10685 2869 4791.5 200.743 -4.90447e+06 -5.76318e+06 -5.20131e+06 351949 65434.9 29072.4
10686 2871 4791.5 200.743 -4.833e+06 -5.68136e+06 -5.1843e+06 334465 54542.7 27026.4
10687 2873 4791.5 200.743 -4.83759e+06 -5.69809e+06 -5.22959e+06 335707 42960 26174.4
10688 2875 4791.5 200.743 -4.81606e+06 -5.67948e+06 -5.24805e+06 326497 31080.1 25947.4
10689 2877 4791.5 200.743 -4.81037e+06 -5.68051e+06 -5.27687e+06 320082 18984.2 26190.4
10690 2879 4791.5 200.743 -4.80384e+06 -5.67307e+06 -5.29885e+06 316043 7200.09 26511.8
10691 2881 4791.5 200.743 -4.80701e+06 -5.672e+06 -5.32393e+06 322138 -2798.28 25710.4
10692 2883 4791.5 200.743 -4.79081e+06 -5.66896e+06 -5.34019e+06 326732 -10996.1 22262.8
10693 2885 4791.5 200.743 -4.7655e+06 -5.66556e+06 -5.35256e+06 325142 -20823.8 17154.9
10694 2887 4791.5 200.743 -4.74988e+06 -5.66656e+06 -5.36831e+06 316699 -32475.9 13700.7
10695 2889 4791.5 200.743 -4.74896e+06 -5.66548e+06 -5.38594e+06 307473 -43149.8 12794
10696 2891 4791.5 200.743 -4.74027e+06 -5.65829e+06 -5.39673e+06 306105 -53423.8 12893
10697 2893 4791.5 200.743 -4.72789e+06 -5.65209e+06 -5.40363e+06 302737 -65181.3 13290.6
10698 2895 4791.5 200.743 -4.71086e+06 -5.64366e+06 -5.40319e+06 292763 -79623.8 14652.7
10699 2897 4791.5 200.743 -4.69306e+06 -5.63503e+06 -5.39542e+06 275062 -97310.7 18587.2
10700 2899 4791.5 200.743 -4.67624e+06 -5.61195e+06 -5.37433e+06 243589 -118065 27832.6
10701 2901 4791.5 200.743 -4.70653e+06 -5.60939e+06 -5.36665e+06 225153 -134209 40238.3
10702 2903 4791.5 200.743 -4.73783e+06 -5.59264e+06 -5.35047e+06 203818 -135917 49599.2
10703 2905 4791.5 200.743 -4.77283e+06 -5.56673e+06 -5.34213e+06 212849 -134380 58510.9
10704 2907 4791.5 200.743 -4.74261e+06 -5.53455e+06 -5.3143e+06 241330 -130254 66545.2
10705 2909 4791.5 200.743 -4.72145e+06 -5.55793e+06 -5.31213e+06 258854 -131949 69147
10706 2911 4791.5 200.743 -4.65657e+06 -5.5254e+06 -5.26503e+06 246537 -143438 72159
10707 2913 4791.5 200.743 -4.69113e+06 -5.57906e+06 -5.27774e+06 254604 -155345 73178.2
10708 2915 4791.5 200.743 -4.84444e+06 -5.75042e+06 -5.3764e+06 292473 -157240 63216.7
10709 2917 4791.5 200.743 -4.86102e+06 -5.75147e+06 -5.36323e+06 285720 -150731 49802.9
10710 2919 4791.5 200.743 -4.84518e+06 -5.72554e+06 -5.33503e+06 266526 -143544 42413.5
10711 2921 4791.5 200.743 -4.85458e+06 -5.73794e+06 -5.33682e+06 258858 -138931 37512.2
10712 2923 4791.5 200.743 -4.84958e+06 -5.72983e+06 -5.32833e+06 246368 -134586 32531.8
10713 2925 4791.5 200.743 -4.84608e+06 -5.72855e+06 -5.32427e+06 234962 -131133 28692.6
10714 2927 4791.5 200.743 -4.84018e+06 -5.72441e+06 -5.31885e+06 222485 -128521 26141.7
10715 2929 4791.5 200.743 -4.83868e+06 -5.7226e+06 -5.31601e+06 211518 -126450 24969
10716 2931 4791.5 200.743 -4.8365e+06 -5.71969e+06 -5.31223e+06 201701 -124525 24702.7
10717 2933 4791.5 200.743 -4.83718e+06 -5.71819e+06 -5.3097e+06 193181 -122564 24866.8
10718 2935 4791.5 200.743 -4.83543e+06 -5.71674e+06 -5.30572e+06 186293 -120643 25068.2
10719 2937 4791.5 200.743 -4.83425e+06 -5.71654e+06 -5.30162e+06 178968 -118653 25290.2
10720 2939 4791.5 200.743 -4.83407e+06 -5.71696e+06 -5.29741e+06 172401 -116195 25628.2
10721 2941 4791.5 200.743 -4.83343e+06 -5.71654e+06 -5.29224e+06 166942 -112897 25911.3
10722 2943 4791.5 200.743 -4.82915e+06 -5.7142e+06 -5.28493e+06 163262 -109026 25748.2
10723 2945 4791.5 200.743 -4.81802e+06 -5.70991e+06 -5.27488e+06 157205 -105788 25364.6
10924 2847 4792.5 200.743 -5.69429e+06 -5.94154e+06 -5.05431e+06 54078.5 63031.2 11365.3
10925 2849 4792.5 200.743 -5.703e+06 -5.95382e+06 -5.07087e+06 53210.3 60667.8 14055.6
10926 2851 4792.5 200.743 -5.71258e+06 -5.9681e+06 -5.09034e+06 48817.9 58408.5 15355.1
10927 2853 4792.5 200.743 -5.72547e+06 -5.97747e+06 -5.11085e+06 40660.1 56010.3 15744.9
10928 2855 4792.5 200.743 -5.7523e+06 -5.99332e+06 -5.13807e+06 35795.7 53267.8 15006.7
10929 2857 4792.5 200.743 -5.7918e+06 -6.01069e+06 -5.16852e+06 33480.7 48799.9 14785.6
10930 2859 4792.5 200.743 -5.82197e+06 -6.02368e+06 -5.19756e+06 41332.7 46089.6 15207.3
10931 2861 4792.5 200.743 -5.83018e+06 -6.04213e+06 -5.22721e+06 51925.7 44087.2 14686.9
10932 2863 4792.5 200.743 -5.83482e+06 -6.07739e+06 -5.26394e+06 53602.1 41617.8 13350.7
10933 2865 4792.5 200.743 -5.81316e+06 -6.06374e+06 -5.28228e+06 33702.2 38505.3 11783.4
10934 2867 4792.5 200.743 -5.89868e+06 -6.18303e+06 -5.377e+06 58587.8 34529.8 10516.5
10935 2869 4792.5 200.743 -4.75088e+06 -5.61207e+06 -5.05087e+06 322253 73801.1 24505.5
10936 2871 4792.5 200.743 -4.89084e+06 -5.77078e+06 -5.21451e+06 359827 60865.4 22609.7
10937 2873 4792.5 200.743 -4.81647e+06 -5.68525e+06 -5.19545e+06 340949 48439.4 21420.7
10938 2875 4792.5 200.743 -4.82742e+06 -5.70329e+06 -5.24334e+06 339397 35895.9 21548.2
10939 2877 4792.5 200.743 -4.80909e+06 -5.6866e+06 -5.26296e+06 329309 23587 21723.1
10940 2879 4792.5 200.743 -4.80593e+06 -5.68874e+06 -5.29166e+06 326795 11945.6 21452.9
10941 2881 4792.5 200.743 -4.7979e+06 -5.68334e+06 -5.31199e+06 327581 1654.79 20022.3
10942 2883 4792.5 200.743 -4.78606e+06 -5.67995e+06 -5.32979e+06 327256 -7760.22 16823.1
10943 2885 4792.5 200.743 -4.77038e+06 -5.67573e+06 -5.34466e+06 325196 -17878.6 12710.6
10944 2887 4792.5 200.743 -4.75681e+06 -5.6746e+06 -5.35945e+06 320646 -28993.7 9379.76
10945 2889 4792.5 200.743 -4.74944e+06 -5.67299e+06 -5.37404e+06 313829 -40218.4 7706.2
10946 2891 4792.5 200.743 -4.74081e+06 -5.6692e+06 -5.3852e+06 309527 -51479.8 7234.26
10947 2893 4792.5 200.743 -4.72834e+06 -5.66081e+06 -5.38931e+06 303639 -63639.8 7526.73
10948 2895 4792.5 200.743 -4.71622e+06 -5.65231e+06 -5.38957e+06 291486 -77254.7 9101.57
10949 2897 4792.5 200.743 -4.70484e+06 -5.63685e+06 -5.38199e+06 272783 -92171.6 13088.5
10950 2899 4792.5 200.743 -4.70521e+06 -5.61897e+06 -5.37227e+06 253221 -106849 20264
10951 2901 4792.5 200.743 -4.71746e+06 -5.61301e+06 -5.36548e+06 242221 -116863 27859.2
10952 2903 4792.5 200.743 -4.73067e+06 -5.60659e+06 -5.35763e+06 225911 -121489 33197.2
10953 2905 4792.5 200.743 -4.74559e+06 -5.5844e+06 -5.34889e+06 221165 -125031 39356.7
10954 2907 4792.5 200.743 -4.74091e+06 -5.56738e+06 -5.33836e+06 235947 -126423 46095.2
10955 2909 4792.5 200.743 -4.70938e+06 -5.55693e+06 -5.32001e+06 244402 -130964 50839.1
10956 2911 4792.5 200.743 -4.69611e+06 -5.57282e+06 -5.31351e+06 243722 -141017 54980.9
10957 2913 4792.5 200.743 -4.64729e+06 -5.53324e+06 -5.26286e+06 228975 -154946 60459.3
10958 2915 4792.5 200.743 -4.68448e+06 -5.57776e+06 -5.26845e+06 247051 -166794 61397.4
10959 2917 4792.5 200.743 -4.85004e+06 -5.7409e+06 -5.36613e+06 282470 -166134 52004
10960 2919 4792.5 200.743 -4.85629e+06 -5.73916e+06 -5.34753e+06 268693 -155313 42367.5
10961 2921 4792.5 200.743 -4.85135e+06 -5.72873e+06 -5.33148e+06 255962 -148202 37045.9
10962 2923 4792.5 200.743 -4.84959e+06 -5.73297e+06 -5.32724e+06 243915 -142134 31954.2
10963 2925 4792.5 200.743 -4.84264e+06 -5.72679e+06 -5.31883e+06 231750 -137445 27837.9
10964 2927 4792.5 200.743 -4.83891e+06 -5.72548e+06 -5.31454e+06 220203 -133706 25140
10965 2929 4792.5 200.743 -4.83579e+06 -5.72304e+06 -5.3104e+06 209936 -130655 23660.4
10966 2931 4792.5 200.743 -4.83383e+06 -5.72151e+06 -5.30699e+06 200418 -128031 23029.1
10967 2933 4792.5 200.743 -4.83256e+06 -5.71975e+06 -5.30343e+06 191607 -125566 22912.4
10968 2935 4792.5 200.743 -4.83128e+06 -5.71849e+06 -5.29962e+06 183938 -123153 23002.5
10969 2937 4792.5 200.743 -4.82981e+06 -5.71802e+06 -5.29548e+06 176694 -120617 23124.3
10970 2939 4792.5 200.743 -4.82857e+06 -5.71808e+06 -5.29118e+06 169882 -117803 23285.1
10971 2941 4792.5 200.743 -4.82664e+06 -5.71765e+06 -5.28621e+06 163864 -114519 23338
10972 2943 4792.5 200.743 -4.82152e+06 -5.7148e+06 -5.27907e+06 158200 -111103 23152
10973 2945 4792.5 200.743 -4.81496e+06 -5.71092e+06 -5.27123e+06 151113 -108160 22991.6
11174 2847 4793.5 200.743 -5.69375e+06 -5.94301e+06 -5.05784e+06 53168.4 68138.3 5538.12
11175 2849 4793.5 200.743 -5.70824e+06 -5.95853e+06 -5.07361e+06 56747.8 65334.8 10211.3
11176 2851 4793.5 200.743 -5.71997e+06 -5.96855e+06 -5.09077e+06 53625.6 62678.8 12525.4
11177 2853 4793.5 200.743 -5.73771e+06 -5.98172e+06 -5.1122e+06 50556.8 60183.5 13211.5
11178 2855 4793.5 200.743 -5.76011e+06 -5.99743e+06 -5.13627e+06 49080 57372.9 13276.9
11179 2857 4793.5 200.743 -5.78814e+06 -6.01591e+06 -5.16298e+06 48582.1 53849.6 13327.6
11180 2859 4793.5 200.743 -5.81143e+06 -6.03131e+06 -5.1892e+06 51479.1 51042 13553.8
11181 2861 4793.5 200.743 -5.82548e+06 -6.05357e+06 -5.21916e+06 56530 48556.1 13296.7
