step_pair,L_xmin,L_xmax,R_xmin,R_xmax,crown_2590_z,wall_L_2590_y,wall_R_2590_y,crown_2608_z,wall_L_2608_y,wall_R_2608_y,crown_2616_z,wall_L_2616_y,wall_R_2616_y,crown_2878_z,wall_L_2878_y,wall_R_2878_y,crown_2896_z,wall_L_2896_y,wall_R_2896_y,crown_2926_z,wall_L_2926_y,wall_R_2926_y,crown_2948_z,wall_L_2948_y,wall_R_2948_y
1,0.0,0.0,0.0,0.0,-0.00022184180878189337,-5.850318678007168e-05,7.218029368134535e-05,2.6513551703986e-05,0.000179602475486478,0.000310285955947895,-0.00029761667750417007,-0.00012493564245199794,5.747838009419091e-06,-0.00010668708115142375,4.860353128368352e-05,0.00017928701174510053,-8.197366290913329e-05,8.403538302060027e-05,0.0002147188634820173,8.436558285046067e-05,0.0002479680147091956,0.0003786514951706126,-8.77264958217617e-05,7.073395042412073e-05,0.00020141743088553777
2,0.0,0.0,0.0,0.0,-0.000545759233936756,-0.00020650319387638768,5.486376704644636e-05,-0.00029302886404965157,3.421922504460558e-05,0.0002955861859674396,-0.0004900871929758374,-0.00016124071617545644,0.00010012624474737761,-0.0006185883993254577,-0.00030475160885085127,-4.338464792801722e-05,-0.0003776824818651662,-5.168710791151102e-05,0.00020967985301132303,-0.0008454502973432262,-0.0005147515984850227,-0.00025338463756218875,-0.0005640759929004934,-0.00022420299223996644,3.716396868286761e-05
3,0.0,0.0,0.0,0.0,-0.0009603235601092537,-0.0004945179975047323,-0.00010246755612048123,-0.0004920766805357406,-1.657536934657604e-05,0.0003754750720376751,-0.0008606791684597316,-0.00034474442659389456,4.730601479035657e-05,-0.0005196206474246672,-5.2578059253248775e-05,0.00033947238213100236,-0.0005576969878811184,-8.709165910794697e-05,0.00030495878227630415,-0.0007089975345765426,-0.00023741650793379036,0.00015463393345046075,-0.0005970058754531767,-0.00012649510098902364,0.00026555534039522747
4,0.0,0.0,0.0,0.0,-0.0006923130166017796,-4.160440723995236e-05,0.00048112951460571574,-0.0010643015052901714,-0.0003936895469939436,0.0001290443748517245,-0.0012194965544623086,-0.0006081699301694044,-8.543600832373627e-05,-0.000852474166091771,-0.00015580611842372924,0.00036692780342193886,-0.0006542987891117497,1.576245397639771e-05,0.0005384963758220658,-0.0007487144466179938,-0.00013589166515572698,0.0003868422566899411,-0.000731306928924225,-7.023304803310704e-05,0.00045250087381256104
5,0.0,0.0,0.0,0.0,-0.0010008063086182934,-0.0002039227695035697,0.0004494946328035154,-0.001461376939642698,-0.0006802524165821376,-2.683501427505245e-05,-0.0012304964029596472,-0.00037679297049553624,0.00027662443181154887,-0.0011906942078688176,-0.0004145211386810763,0.00023889626362600882,-0.0010272019935817682,-0.00025813839769001144,0.00039527900461707366,-0.0010668602914156024,-0.00020698937151746567,0.00044642803078961946,-0.001078214123612453,-0.00022821217641769397,0.00042520522588939113
6,0.0,0.0,0.0,0.0,-0.0011017351770779443,-0.00017481013272874758,0.0006092907500397547,-0.0013807268110035942,-0.00042765544632811844,0.00035644543644038377,-0.0011193341141504968,-0.00014009940911252606,0.0006440014736559762,-0.0016499360078419637,-0.000706765715472295,7.73351672962072e-05,-0.0012475558478811269,-0.00029903673968157486,0.00048506414308692735,-0.0016311417301256917,-0.0005933834283796654,0.00019071745438883683,-0.0016161605972789415,-0.0006443980400731653,0.00013970284269533697
7,0.0,0.0,0.0,0.0,-0.0013780827869031085,-0.00019701858237442167,0.0007177657808554975,-0.0015954261870574336,-0.0005178957497116121,0.00039688861351830715,-0.0015131978180226552,-0.0004085813600077795,0.0005062030032221397,-0.0012330283216135233,-5.268097578052007e-05,0.0008621033874493991,-0.0017404816493863206,-0.0005723819827591716,0.0003424023804707476,-0.0013278488648429058,-0.00014151765119631526,0.0007732667120336039,-0.0016967002375024294,-0.0006066225811331015,0.0003081617820968177
8,0.0,0.0,0.0,0.0,-0.0017707955130883202,-0.0005260577620418347,0.0005194100816495015,-0.00202634653627667,-0.0006696281415551522,0.00037583970213618404,-0.0018131619177394526,-0.00046115799657250585,0.0005843098471188304,-0.0018494096221833354,-0.0005670715097858022,0.0004783963339055341,-0.0020137175200836124,-0.0006199690552739547,0.0004254987884173814,-0.0018231285398163264,-0.0005608455732188738,0.00048462227047246244,-0.0014861670264286213,-0.0002558453604554048,0.0007896224832359313
9,0.0,0.0,0.0,0.0,-0.0016633776893568686,-0.00016645825635131585,0.0010096930678014373,-0.0021502023267211436,-0.000680352577886715,0.0004957987462660381,-0.001815251980564131,-0.00032330798806360066,0.0008528433360891524,-0.0021320133997081527,-0.0007522626495211516,0.00042388867463160154,-0.0019498599253280043,-0.0004688379023419082,0.0007073134218108449,-0.0020780329988551198,-0.0006421873354748144,0.0005339639886779387,-0.0019908742643956453,-0.0005496838846179651,0.000626467439534788
10,0.0,0.0,0.0,0.0,-0.0022422991176124503,-0.0006490038843643012,0.000657830920249869,-0.002460813819095803,-0.0007373951815071838,0.0005694396231069864,-0.002624470120775297,-0.001081062520209723,0.00022577228440444726,-0.002228707862901706,-0.0004942347197707303,0.0008126000848434399,-0.002214592240735276,-0.0005374344176125536,0.0007694003870016166,-0.002089241143999705,-0.00038896163065972215,0.0009178731739544481,-0.0020060085786718883,-0.00045001913227376287,0.0008568156723404073
11,0.0,0.0,0.0,0.0,-0.002547337880267981,-0.0008584161778503692,0.0005791021072252179,-0.0026656475677652486,-0.0008163679305955401,0.000621150354480047,-0.0026875377561582127,-0.0008282478589618652,0.0006092704261137219,-0.0025347524887130535,-0.0006684367511166306,0.0007690815339589565,-0.0028136382602237694,-0.00110349571580845,0.0003340225692671371,-0.0024700704194420913,-0.0006736899851323499,0.0007638282999432372,-0.0024254283630165564,-0.0006031863634146282,0.0008343319216609589
12,0.0,0.0,0.0,0.0,-0.002821105333756391,-0.0009288561947934457,0.0006393455707435587,-0.0025557161277668444,-0.0006327732919650552,0.0009354284735719492,-0.002263686360396483,-0.0003582119765245716,0.001209989789012433,-0.002645111913609085,-0.0007070470223130104,0.000861154743223994,-0.0026777376461641347,-0.000672178437956125,0.0008960233275808794,-0.0026405915588250807,-0.000743689955386186,0.0008245118101508184,-0.00293927530722558,-0.0010846008709873903,0.00048360089454961417
13,0.0,0.0,0.0,0.0,-0.002759839543954195,-0.00062232696002128,0.0010765582859771413,-0.002850121208271721,-0.000824225161877925,0.0008746600841204964,-0.0029297063746269118,-0.0007257384727666222,0.0009731467732317992,-0.0030250792932257874,-0.0007877041499975044,0.0009111810960009169,-0.00289748616011288,-0.0008308532860092174,0.0008680319599892039,-0.0029606691480496094,-0.0008823428758457648,0.0008165423701526565,-0.003002044516580291,-0.0007718451961700522,0.0009270400498283691
14,0.0,0.0,0.0,0.0,-0.003160096459780673,-0.0007985261235081492,0.0010310426029516893,-0.003110466341512963,-0.0007372285775489449,0.0010923401489108934,-0.003368663856828132,-0.0010616408004839725,0.0007679279259758659,-0.003331214188384108,-0.0010274612807769723,0.0008021074456828661,-0.0033792548369410646,-0.0010296173185229275,0.0007999514079369111,-0.003369716344866729,-0.0010839449249057218,0.0007456238015541165,-0.003073453973525615,-0.0009059326975024643,0.0009236360289573741
15,0.0,0.0,0.0,0.0,-0.0033867091587210813,-0.0009784506228251435,0.0009818015840961118,-0.0031115151859934004,-0.000622212791866166,0.0013380394150550893,-0.0033112895271895444,-0.000884375562531514,0.0010758766443897414,-0.003602106200990031,-0.0012701276542287335,0.0006901245526925218,-0.0032028283770951355,-0.0007806916954274757,0.0011795605114937797,-0.003378045146808978,-0.0009279228486439573,0.001032329358277298,-0.0034182479881305875,-0.0009640071996234138,0.0009962450072978416
16,0.0,0.0,0.0,0.0,-0.003421604540524375,-0.000978182786075925,0.0011127529013067474,-0.003518765541199758,-0.000919106698488241,0.0011718289888944314,-0.0033419562456616352,-0.0008871151919164915,0.0012038204954661809,-0.0038898322402489954,-0.0012635985183035055,0.0008273371690791669,-0.0032921581879662943,-0.0007068767333866075,0.001384058953996065,-0.003836896909631009,-0.0011485978092118695,0.0009423378781708028,-0.0036760855930039636,-0.00113630966763561,0.0009546260197470624
17,0.0,0.0,0.0,0.0,-0.004005808320966031,-0.0010929038852786292,0.00112871528256546,-0.0038258818348743773,-0.0010724866306895478,0.0011491325371545413,-0.0041152423265224634,-0.0012502893066130933,0.0009713298612309959,-0.004035481009376245,-0.0014141212275512853,0.0008074979402928038,-0.0036717378109054452,-0.0009456901248623282,0.0012759290429817608,-0.003734180140603065,-0.0011158506046259485,0.0011057685632181406,-0.0038367549999043073,-0.001163605713297781,0.0010580134545463082
18,0.0,0.0,0.0,0.0,-0.004180356894123997,-0.0011461680009484671,0.001206134647357039,-0.004017677203305389,-0.0012618746351042696,0.0010904280132012366,-0.003983211617975941,-0.001061640074630889,0.0012906625736746173,-0.004563766076058421,-0.0014715181436656137,0.0008807845046398925,-0.004122129725473609,-0.0012183634322068297,0.0011339392160986765,-0.003866287691449059,-0.0009787019735924799,0.0013736006747130263,-0.0042293404296590625,-0.001259480727749515,0.0010928219205559911
19,0.0,0.0,0.0,0.0,-0.004224640106966647,-0.0010533068417980746,0.0014296792869688487,-0.004307636333612673,-0.0010319958069575212,0.0014509903218094021,-0.004038926414082031,-0.0010935317924807989,0.0013894543362861244,-0.0043377631759052866,-0.0010807599525074498,0.0014022261762594735,-0.004797665598014566,-0.0016550415738532046,0.0008279445549137187,-0.004171242343474247,-0.0011199505655965529,0.0013630355631703704,-0.004185233679038217,-0.001167695807105536,0.0013152903216613874
20,0.0,0.0,0.0,0.0,-0.004189066540200897,-0.0009982186880098548,0.0016154509212184857,-0.004474177383378259,-0.001206149795282985,0.0014075198139453554,-0.005016359100693779,-0.0015455679496496706,0.0010681016595786698,-0.0044987513902324415,-0.001237257285873901,0.0013764123233544394,-0.004644137476717392,-0.0011864891333018017,0.0014271804759265387,-0.004881281963543065,-0.0016873925050475956,0.000926277104180745,-0.004562202882980915,-0.001254124515113847,0.0013595450941144933
21,0.0,0.0,0.0,0.0,-0.004598980034735398,-0.001339063563819224,0.001405289525870533,-0.004658902564568024,-0.0012781785434162261,0.001466174546273531,-0.004575837442745212,-0.0011367856240564198,0.0016075674656333373,-0.004932104681298379,-0.0013133922343501335,0.0014309608553396236,-0.005151128749838924,-0.001583610312905774,0.001160742776783983,-0.00450778578511742,-0.0010664607220369155,0.0016778923676528416,-0.004813193238718889,-0.0014286997605679143,0.0013156533291218428
22,0.0,0.0,0.0,0.0,-0.0052708260334403305,-0.0015338427320878971,0.001341193838063277,-0.004938960298604591,-0.0015706924960735987,0.0013043440740775755,-0.005451245265349784,-0.001753058795539389,0.0011219777746117852,-0.005068801944330014,-0.0015401098596149847,0.0013349267105361895,-0.00491453151873901,-0.0014822866239929977,0.0013927499461581765,-0.00504512090529228,-0.0014070386013554969,0.0014679979687956773,-0.005127112099377875,-0.0013580251651175354,0.0015170114050336388
23,0.0,0.0,0.0,0.0,-0.005659074048194142,-0.0017585935694549538,0.001247126481157638,-0.0050853421185692565,-0.0015650037960363808,0.001440716254576211,-0.0054852307381847215,-0.0018652218328737485,0.0011404982177388432,-0.004981598083407593,-0.0014109281182657608,0.001594791932346831,-0.004964919513187758,-0.0011758123891880995,0.0018299076614244922,-0.005157820912627822,-0.001467960119875017,0.0015377599307375748,-0.005452211889239221,-0.0016559723125898823,0.0013497477380227095
24,0.0,0.0,0.0,0.0,-0.005435522849278227,-0.001575227782516022,0.0015611757485579868,-0.005261008318637137,-0.0013993683095124975,0.0017370352215615114,-0.005668395047339825,-0.0017195496279867315,0.0014168539030872773,-0.005200113384321103,-0.0010404824150212636,0.0020959211160527453,-0.006126838179812761,-0.002124635589061649,0.0010117679420123598,-0.005514770057806462,-0.0017432198699271976,0.0013931836611468112,-0.005651902483139082,-0.0016028544616618246,0.0015335490694121843
