step_pair,L_xmin,L_xmax,R_xmin,R_xmax,crown_2590_z,wall_L_2590_y,wall_R_2590_y,crown_2608_z,wall_L_2608_y,wall_R_2608_y,crown_2616_z,wall_L_2616_y,wall_R_2616_y,crown_2878_z,wall_L_2878_y,wall_R_2878_y,crown_2896_z,wall_L_2896_y,wall_R_2896_y,crown_2926_z,wall_L_2926_y,wall_R_2926_y,crown_2948_z,wall_L_2948_y,wall_R_2948_y
1,0.0,0.0,0.0,0.0,-2.9243155647105614e-05,4.217003594292183e-05,9.606364088299258e-05,-3.225628275187902e-05,3.9140612766642055e-05,9.303421770671281e-05,8.744606703423712e-05,0.00015412437086458818,0.00020801797580465893,-0.00020088885807172457,-0.0001343374495420924,-8.044384460202166e-05,-1.715573898983953e-05,4.5967676767179775e-05,9.986128170725053e-05,-8.897197382425532e-05,-2.126235420687602e-05,3.263125073319474e-05,-0.0002441953698114484,-0.00017423761987036876,-0.000120344014930298
2,0.0,0.0,0.0,0.0,-0.00028421609103517354,-0.0001503174674760664,-4.25302575959249e-05,-0.00017894266564983527,-4.5949183443738956e-05,6.183802643640256e-05,-0.0003407393794516987,-0.00021027529741143917,-0.00010248808753129767,-0.0001830543266381123,-5.2265168836402055e-05,5.5522041043739453e-05,6.154892534736593e-05,0.00020491915793957073,0.00031270636781971224,-0.000734898359837625,-0.0005961261007332645,-0.000488338890853123,-0.00021957398993200213,-8.884802335110314e-05,1.8939186529038366e-05
3,0.0,0.0,0.0,0.0,-0.0002528758137212342,-3.811180791038391e-05,0.00012356900690982836,-0.0002971070995156134,-0.00010535727445304616,5.6323540367166095e-05,-0.0005128013037028039,-0.0003032445599485624,-0.00014156374512835015,0.00011436805674089497,0.00032771391408835995,0.0004893947289085722,-0.00015109914068995082,5.177226706514621e-05,0.00021345308188535847,-0.000600763180664926,-0.0004104554415812367,-0.00024877462676102443,-0.0002706409358140481,-5.903758984579662e-05,0.00010264322497441564
4,0.0,0.0,0.0,0.0,-0.0005052810913527645,-0.000244432542236254,-2.8858122475970948e-05,-0.0005665467373841694,-0.00029673753449229704,-8.116311473201399e-05,-0.0003672497691211412,-8.869060438625065e-05,0.00012688381537403237,-0.0004899974569956951,-0.00020904554154300447,6.528878217278551e-06,-0.0002093369698224676,7.044618097632417e-05,0.00028602060073660716,-0.0005517649431573702,-0.0002714332553582029,-5.58588355979199e-05,-0.00046250881298856073,-0.00020807521357355197,7.499206186731036e-06
5,0.0,0.0,0.0,0.0,-0.0007021522516130804,-0.00034909149572566575,-7.962347102531195e-05,-0.0004743201620757709,-0.00013874670327327298,0.0001307213214270808,-0.000512211772401494,-0.00019751390674354642,7.195411795680734e-05,-0.00042688719992392164,-8.017574451728613e-05,0.00018929228018306764,-0.0006832474941580866,-0.0003562086217832155,-8.674059708286172e-05,-0.0005711765252291325,-0.0002280839357261373,4.138408897421647e-05,-0.0003404892177660471,1.7169892145498954e-05,0.0002866379168458527
6,0.0,0.0,0.0,0.0,-0.0005140465900440074,-0.0001108031915166888,0.00021255843812373573,-0.0006212231562592083,-0.0002211861836943069,0.00010217544594611762,-0.00038980717486233104,-1.1232049384293682e-05,0.00031212958025613087,-0.0004092924342166558,1.7495799335299822e-05,0.0003408574289757244,-0.0008830235835656419,-0.00045804446956465453,-0.00013468283992423,-0.0006413353768858967,-0.00025084644542245867,7.251518421796583e-05,-0.0005116173946791572,-0.0001229542451447815,0.00020040738449564303
7,0.0,0.0,0.0,0.0,-0.0008717347844201049,-0.0004276602333108876,-5.040499873039235e-05,-0.0005031492587179035,-5.267461380667831e-05,0.000324580620773817,-0.0006488836721684556,-0.00018883737660370378,0.0001884178579767915,-0.000546305719763062,-9.494675012079206e-05,0.00028230848445970325,-0.0005778278253554794,-0.00013733049184593525,0.00023992474273456003,-0.0007070109514108322,-0.00024039723024781674,0.00013685800433267854,-0.0011187400633113657,-0.0006387984723059552,-0.0002615432377254599
8,0.0,0.0,0.0,0.0,-0.00076409965168961,-0.000208974398963471,0.00022217444055709504,-0.0006830058286242684,-0.0001490116971326737,0.00028213714238789234,-0.0005915164936595263,-4.308546049713364e-05,0.0003880633790234324,-0.0006093114841398914,-8.174377160239245e-05,0.0003494050679181736,-0.0006561010116947034,-0.00013898850321758852,0.0002921603363029775,-0.0010389221364067258,-0.0005184381461012107,-8.728930658064466e-05,-0.0007460991403010791,-0.0002378328583977869,0.00019331598112277913
9,0.0,0.0,0.0,0.0,-0.000841244277966034,-0.0002136698046181534,0.0002713726398424834,-0.0006483776161650108,-7.209276938778086e-05,0.0004129496750728559,-0.0008396816144058833,-0.00023977130550663448,0.0002452711389540023,-0.0007513479374740864,-0.00014860760248081972,0.00033643484197981707,-0.0007431066316000083,-0.00010934333427752496,0.00037569911018311183,-0.0011428486176105715,-0.0005474584298501488,-6.241598538951198e-05,-0.0007147533060884583,-0.00011914547119945451,0.00036589697326118225
10,0.0,0.0,0.0,0.0,-0.001116667417916318,-0.00046965299447473247,6.928305492597504e-05,-0.0008086493090248777,-0.00015167423794425905,0.0003872618114564485,-0.0010512325569165058,-0.00037067312148770105,0.0001682629279130065,-0.0008614087364908551,-0.00016306760744199403,0.0003758684419587135,-0.0009108497086710139,-0.00021389145668432172,0.0003250445927163858,-0.0011495905430057181,-0.00043840224543067444,0.0001005338039700331,-0.0011332500350470242,-0.0004595479577339375,7.938809166677005e-05
