step_pair,L_xmin,L_xmax,R_xmin,R_xmax,crown_2590_z,wall_L_2590_y,wall_R_2590_y,crown_2608_z,wall_L_2608_y,wall_R_2608_y,crown_2616_z,wall_L_2616_y,wall_R_2616_y,crown_2878_z,wall_L_2878_y,wall_R_2878_y,crown_2896_z,wall_L_2896_y,wall_R_2896_y,crown_2926_z,wall_L_2926_y,wall_R_2926_y,crown_2948_z,wall_L_2948_y,wall_R_2948_y
1,0.0,0.0,0.0,0.0,-0.0002881425463683127,-0.00024049830105588076,-0.00020083707857033209,-0.00022344987418897102,-0.00017619166270638572,-0.000136530440220837,-0.00011671663963956018,-6.954675713055252e-05,-2.9885534645003822e-05,9.694235272317748e-05,0.00014877790291809321,0.00018843912540364194,2.2609215059607384e-05,7.520611714694268e-05,0.00011486733963249138,-0.00021932416596665718,-0.0001708170676075246,-0.00013115584512197591,-0.00013985248784393025,-8.86015828016265e-05,-4.89403603160778e-05
2,0.0,0.0,0.0,0.0,-0.00033899924738303873,-0.0002341159579604201,-0.0001547935129893227,-8.091990528131945e-05,2.147982139530617e-05,0.00010080226636640357,-0.00017959945614837825,-7.507192412018376e-05,4.250520850913636e-06,-0.00034055537341696275,-0.0002367323437658424,-0.000157409898794745,-0.000297150834108088,-0.00019178642897291684,-0.00011246398400181944,-0.00016243359130784727,-6.562749376785034e-05,1.3694951203247066e-05,-0.00022488367904594883,-0.00012433104444786513,-4.500859947676773e-05
3,0.0,0.0,0.0,0.0,-1.5021063526632946e-05,0.00013725123517061314,0.00025623490262725927,-0.00025087107467443683,-0.00010710359475190665,1.188007270473944e-05,-0.00048283103122314335,-0.0003321110916739864,-0.0002131274242173403,-0.00016735355541748573,-2.5576287910765894e-05,9.340737954588021e-05,-0.0001878823938736898,-4.413186083070544e-05,7.485180662594066e-05,-0.00017444103913563308,-2.2755125998466694e-05,9.622854145817941e-05,-9.267580285265154e-05,6.152766369990695e-05,0.00018051133115655303
4,0.0,0.0,0.0,0.0,-0.0004012076957032837,-0.00021219371224871252,-5.3548822306517715e-05,-0.00012259234340576106,7.407085199932447e-05,0.00023271574194151927,-0.0003721869867510928,-0.00017723173933783469,-1.8586849395639898e-05,-0.0002305731440403611,-4.245614882234374e-05,0.00011618874111985107,-0.00016351883459842577,4.185334811867589e-05,0.00020049823806087068,-0.000551532721875053,-0.00034508280989211396,-0.00018643791994991916,-0.00035440995193836627,-0.00014828574851002995,1.0359141432164835e-05
5,0.0,0.0,0.0,0.0,-0.00023694482238861077,1.882612709888457e-05,0.00021713223952662806,-0.0006008675016987259,-0.00035461310087025707,-0.00015630698844251362,-0.0003092534870936467,-4.932034112817829e-05,0.00014898577129956518,-0.0005568475412898346,-0.000298496504198579,-0.0001001903917708355,-0.00036796646638952824,-0.00012261168698905834,7.569442543868515e-05,-0.0006317815597452121,-0.0003891534788048709,-0.0001908473663771274,-0.000408137255449594,-0.00015862829163622975,3.9677820791513735e-05
6,0.0,0.0,0.0,0.0,-0.0005916241054209643,-0.0003007797589563773,-6.28124240430851e-05,-0.0002538332541258887,4.194264989089381e-05,0.000279909984804186,-0.0004926240885265494,-0.00018787394901214298,5.0093385901149235e-05,-0.0005008723327588794,-0.00020482619156445995,3.3141143348832235e-05,-0.00042300007664308243,-0.0001324973164188601,0.00010547001849443208,-0.0003434281451911944,-5.392765722010992e-05,0.00018403967769318227,-0.0004370093843376562,-0.00015681411491950162,8.11532199937906e-05
7,0.0,0.0,0.0,0.0,-0.0005005878798780826,-0.00016377809802525117,0.00011385045937358972,-0.0006866345963443937,-0.0003401056584852154,-6.247710108637453e-05,-0.00024584394569767136,8.250744259957816e-05,0.00036013599999841907,-0.0007098307630883467,-0.00034930136525582086,-7.167280785697999e-05,-0.0006093495703027581,-0.00025648724835074184,2.1141309048099035e-05,-0.00032450991250465653,2.3988039474419977e-05,0.0003016165968732609,-0.0004894771848170822,-0.0001646575541041592,0.00011297100329468168
8,0.0,0.0,0.0,0.0,-0.0005934458514411858,-0.00017592941098161714,0.00014136036890277247,-0.00020536104455003162,0.00018830843021085212,0.0005055982100952417,-0.0006115232178380711,-0.00019853429564631463,0.00011875548423807497,-0.0005242626274883006,-0.00013521641154443304,0.00018207336833995656,-0.0005943489740597176,-0.00017997519119880556,0.00013731458868558404,-0.0006507194544606691,-0.00027791744356253325,3.937233632185634e-05,-0.0006035585767945397,-0.00021998147570389642,9.73083041804932e-05
9,0.0,0.0,0.0,0.0,-0.0008470509153524705,-0.00041670541532594,-5.975441295600172e-05,-0.0005615139226421759,-8.778805837877053e-05,0.00026916294399116777,-0.0007126119856424825,-0.00026901736118740006,8.79336411825382e-05,-0.00041064974913410573,6.384621306653281e-05,0.00042079721543647106,-0.00028827432813906067,0.00015193499347851416,0.0005088859958484525,-0.00029553289262202327,0.00014643064389815072,0.000503381646268089,-0.0009971036597480171,-0.0005312732676940157,-0.00017432226532407738
10,0.0,0.0,0.0,0.0,-0.000699456850854577,-0.00021191587161451035,0.0001846963532409766,-0.0005003053556069432,1.1435442385206905e-05,0.0004080476672406938,-0.0009765137401147807,-0.0004572321752036691,-6.061995034818213e-05,-0.0010608681067647908,-0.0005347394379000968,-0.00013812721304460988,-0.0009301753960572316,-0.0004553539004201811,-5.874167556469415e-05,-0.0008152776839988519,-0.00029009313895773573,0.00010651908589775123,-0.0007094746053881298,-0.00022823931273437923,0.00016837291212110772
11,0.0,0.0,0.0,0.0,-0.0008404535777247346,-0.0002684845804354027,0.00016778886690563296,-0.0005705028584368985,1.7606568759380393e-06,0.0004380341042169737,-0.0006815985638716118,-0.0001707076962158927,0.000265565751125143,-0.0009052107335926434,-0.00036177740437376513,7.449604296727057e-05,-0.0007848052596626674,-0.0002747617097577916,0.00016151173758324408,-0.000523345229931812,4.225872631106271e-05,0.0004785321736520984,-0.00044489869569582955,7.90810124757979e-05,0.0005153544598168336
12,0.0,0.0,0.0,0.0,-0.0008957402155936779,-0.00033135184722461817,0.00014458282260196623,-0.0009582596435894511,-0.00034889983271766496,0.00012703483710891944,-0.0009067029692895193,-0.00028445383156522764,0.00019148083826135673,-0.000929093797049371,-0.0003059636874895138,0.0001699709823370706,-0.0008811461887862116,-0.00029527027526430596,0.00018066439456227844,-0.0013333743736043285,-0.0007466726051292007,-0.0002707379353026164,-0.0007888875295102778,-0.00015716295235685372,0.0003187717174697307
