zid x y z sxx syy szz sxy sxz syz
6317 2633 4775 200.743 -5.4912e+06 -4.52847e+06 -3.44292e+06 -392868 -11593.2 2064.1
6318 2635 4775 200.743 -5.48921e+06 -4.54022e+06 -3.44144e+06 -386695 -13755 -755.996
6319 2637 4775 200.743 -5.44184e+06 -4.53853e+06 -3.42356e+06 -384740 -17072.1 -2401.63
6320 2639 4775 200.743 -5.4581e+06 -4.555e+06 -3.43086e+06 -391723 -24959.3 -3324.66
6321 2641 4775 200.743 -5.46171e+06 -4.56321e+06 -3.43896e+06 -396263 -30187.1 -5028.17
6322 2643 4775 200.743 -5.45742e+06 -4.57181e+06 -3.44717e+06 -394422 -30831.8 -7645.12
6323 2645 4775 200.743 -5.43927e+06 -4.57617e+06 -3.44891e+06 -389977 -33290.8 -9813.8
6324 2647 4775 200.743 -5.41704e+06 -4.58114e+06 -3.44877e+06 -384458 -33759.1 -10531.3
6325 2649 4775 200.743 -5.39201e+06 -4.58332e+06 -3.44348e+06 -379078 -33083.7 -9178.57
6326 2651 4775 200.743 -5.43974e+06 -4.61114e+06 -3.46252e+06 -389848 -36853 -9771.01
6327 2653 4775 200.743 -5.41355e+06 -4.61488e+06 -3.45888e+06 -386579 -43555.4 -12838.5
6328 2655 4775 200.743 -5.38525e+06 -4.61728e+06 -3.45529e+06 -385122 -46885.8 -14721.4
6329 2657 4775 200.743 -5.35934e+06 -4.61733e+06 -3.44877e+06 -386079 -45697 -14633.2
6530 2559 4785 200.743 -5.57755e+06 -4.73702e+06 -3.70373e+06 -128378 17106.8 32722.5
6531 2561 4785 200.743 -5.57401e+06 -4.72414e+06 -3.69267e+06 -139154 17425.3 32363.7
6532 2563 4785 200.743 -5.56928e+06 -4.71014e+06 -3.68046e+06 -150328 17705.4 32063.1
6533 2565 4785 200.743 -5.56405e+06 -4.69661e+06 -3.66842e+06 -162267 17991.3 31824.1
6534 2567 4785 200.743 -5.56118e+06 -4.6848e+06 -3.65758e+06 -174400 18273 31644.9
6535 2569 4785 200.743 -5.55483e+06 -4.66048e+06 -3.63641e+06 -185715 18528.8 31534.1
6536 2571 4785 200.743 -5.54678e+06 -4.63211e+06 -3.61146e+06 -196741 18772 31505
6537 2573 4785 200.743 -5.53824e+06 -4.60427e+06 -3.58663e+06 -208268 19044.9 31550.3
6538 2575 4785 200.743 -5.5302e+06 -4.57665e+06 -3.56205e+06 -220367 19410.6 31637.9
6539 2577 4785 200.743 -5.5224e+06 -4.5501e+06 -3.53853e+06 -232611 19923.1 31716.4
6540 2579 4785 200.743 -5.5174e+06 -4.52922e+06 -3.51974e+06 -244077 20556.1 31744.2
6541 2581 4785 200.743 -5.51237e+06 -4.50787e+06 -3.50061e+06 -253976 21243.9 31735.2
6542 2583 4785 200.743 -5.50682e+06 -4.48599e+06 -3.48086e+06 -262425 21993.6 31724.9
6543 2585 4785 200.743 -5.50145e+06 -4.46472e+06 -3.46143e+06 -269930 22840 31692.5
6544 2587 4785 200.743 -5.49571e+06 -4.44832e+06 -3.44565e+06 -277606 23793.2 31554.1
6545 2589 4785 200.743 -5.49317e+06 -4.44131e+06 -3.4373e+06 -286313 24721.1 31213.8
6546 2591 4785 200.743 -5.49276e+06 -4.44152e+06 -3.43436e+06 -295233 25406.2 30613.7
6547 2593 4785 200.743 -5.48997e+06 -4.44115e+06 -3.43021e+06 -303823 25573.4 29793.4
6548 2595 4785 200.743 -5.48645e+06 -4.44104e+06 -3.42575e+06 -312452 25239.1 28835.6
6549 2597 4785 200.743 -5.48256e+06 -4.44094e+06 -3.42113e+06 -321378 24670 27717.4
6550 2599 4785 200.743 -5.47927e+06 -4.44084e+06 -3.41662e+06 -330399 23844.5 26379.8
6551 2601 4785 200.743 -5.4759e+06 -4.44038e+06 -3.41198e+06 -339233 22797.7 24852.6
6552 2603 4785 200.743 -5.47196e+06 -4.43937e+06 -3.40703e+06 -347939 21707.9 23211
6553 2605 4785 200.743 -5.46943e+06 -4.44178e+06 -3.40476e+06 -356584 20471.1 21552.5
6554 2607 4785 200.743 -5.4652e+06 -4.44036e+06 -3.39928e+06 -365228 19069.9 19918.3
6555 2609 4785 200.743 -5.46115e+06 -4.43847e+06 -3.39333e+06 -374111 17458.5 18220.1
6556 2611 4785 200.743 -5.4573e+06 -4.43922e+06 -3.38955e+06 -382506 15600.1 16431.1
6557 2613 4785 200.743 -5.45428e+06 -4.44389e+06 -3.38881e+06 -389522 13897.7 14627.5
6558 2615 4785 200.743 -5.44966e+06 -4.44776e+06 -3.3871e+06 -395114 12176.1 12862.3
6559 2617 4785 200.743 -5.44649e+06 -4.45314e+06 -3.3869e+06 -399345 9753.01 11249.8
6560 2619 4785 200.743 -5.44174e+06 -4.46097e+06 -3.3893e+06 -402803 7344.57 9706.63
6561 2621 4785 200.743 -5.43979e+06 -4.47263e+06 -3.39547e+06 -406424 5696.76 7755.04
6562 2623 4785 200.743 -5.43935e+06 -4.48339e+06 -3.40103e+06 -408868 4093.64 5227.01
6563 2625 4785 200.743 -5.43813e+06 -4.4937e+06 -3.40567e+06 -410186 1600.19 2498.48
6564 2627 4785 200.743 -5.43658e+06 -4.5046e+06 -3.41089e+06 -411151 -2722.83 159.179
6565 2629 4785 200.743 -5.43145e+06 -4.51503e+06 -3.4167e+06 -412618 -7468.88 -1598.92
6566 2631 4785 200.743 -5.42958e+06 -4.52128e+06 -3.42081e+06 -414833 -10570.6 -3532.69
6567 2633 4785 200.743 -5.42568e+06 -4.52627e+06 -3.42359e+06 -415279 -12572.7 -6158.29
6568 2635 4785 200.743 -5.4184e+06 -4.52883e+06 -3.4233e+06 -414822 -14546.7 -9126.62
6569 2637 4785 200.743 -5.42109e+06 -4.53743e+06 -3.42763e+06 -412039 -17106.1 -11883.7
6570 2639 4785 200.743 -5.41589e+06 -4.54422e+06 -3.43051e+06 -407891 -22498.7 -13927
6571 2641 4785 200.743 -5.41019e+06 -4.55047e+06 -3.43514e+06 -406188 -26315.6 -15884.2
6572 2643 4785 200.743 -5.4065e+06 -4.55588e+06 -3.44009e+06 -403358 -27918 -18660.7
6573 2645 4785 200.743 -5.3985e+06 -4.55965e+06 -3.443e+06 -399840 -30220.1 -21799.4
6574 2647 4785 200.743 -5.38955e+06 -4.56279e+06 -3.44441e+06 -396132 -30495.1 -24544.7
6575 2649 4785 200.743 -5.38555e+06 -4.56966e+06 -3.44758e+06 -392558 -31645.2 -26601.1
6576 2651 4785 200.743 -5.40126e+06 -4.57817e+06 -3.45534e+06 -393211 -35728.3 -29558.6
6577 2653 4785 200.743 -5.39904e+06 -4.58323e+06 -3.46154e+06 -385093 -42311.2 -33385.1
6578 2655 4785 200.743 -5.39492e+06 -4.59207e+06 -3.46991e+06 -376363 -47231 -36567.4
6579 2657 4785 200.743 -5.39464e+06 -4.60587e+06 -3.47757e+06 -364130 -47631.2 -39098.8
10280 2559 4790.5 200.743 -5.5357e+06 -4.71363e+06 -3.65358e+06 -151141 12234.8 27098.5
10281 2561 4790.5 200.743 -5.53054e+06 -4.69778e+06 -3.64088e+06 -163234 12469 26718.5
10282 2563 4790.5 200.743 -5.52887e+06 -4.68473e+06 -3.63061e+06 -176452 12692 26415.5
10283 2565 4790.5 200.743 -5.5208e+06 -4.66816e+06 -3.61529e+06 -189872 12917.5 26197.9
10284 2567 4790.5 200.743 -5.51061e+06 -4.653e+06 -3.5999e+06 -205237 13180.3 26061.4
10285 2569 4790.5 200.743 -5.50574e+06 -4.63361e+06 -3.58257e+06 -221158 13492.5 26000.3
10286 2571 4790.5 200.743 -5.49931e+06 -4.60591e+06 -3.55899e+06 -234110 13822 25999.6
10287 2573 4790.5 200.743 -5.49221e+06 -4.57744e+06 -3.5344e+06 -246156 14182.8 26062.5
10288 2575 4790.5 200.743 -5.48438e+06 -4.54914e+06 -3.50967e+06 -258396 14605.8 26190.2
10289 2577 4790.5 200.743 -5.47756e+06 -4.5254e+06 -3.48815e+06 -269423 15107.3 26362.6
10290 2579 4790.5 200.743 -5.4692e+06 -4.50517e+06 -3.46947e+06 -279238 15735.9 26562
10291 2581 4790.5 200.743 -5.46592e+06 -4.48889e+06 -3.45556e+06 -288670 16572 26750.4
10292 2583 4790.5 200.743 -5.46425e+06 -4.47085e+06 -3.44123e+06 -296473 17554.9 26859.6
10293 2585 4790.5 200.743 -5.46241e+06 -4.45292e+06 -3.4263e+06 -302223 18544.8 26858.7
10294 2587 4790.5 200.743 -5.45883e+06 -4.43642e+06 -3.41076e+06 -306150 19448.1 26730.5
10295 2589 4790.5 200.743 -5.45062e+06 -4.42389e+06 -3.39608e+06 -311611 20166.9 26430.2
10296 2591 4790.5 200.743 -5.44296e+06 -4.4212e+06 -3.38842e+06 -321213 20599.5 25930.5
10297 2593 4790.5 200.743 -5.43949e+06 -4.42242e+06 -3.38474e+06 -332073 20752 25141.4
10298 2595 4790.5 200.743 -5.43648e+06 -4.42267e+06 -3.38077e+06 -341730 20521.3 23946.1
10299 2597 4790.5 200.743 -5.43337e+06 -4.42274e+06 -3.37667e+06 -350556 19848.5 22401.9
10300 2599 4790.5 200.743 -5.42934e+06 -4.42281e+06 -3.37248e+06 -358913 18914.1 20647.8
10301 2601 4790.5 200.743 -5.42509e+06 -4.42264e+06 -3.36831e+06 -367165 17992.5 18775.7
10302 2603 4790.5 200.743 -5.4213e+06 -4.42282e+06 -3.36427e+06 -374805 17234.8 16862.1
10303 2605 4790.5 200.743 -5.41453e+06 -4.42201e+06 -3.35887e+06 -383287 16580.5 14894.5
10304 2607 4790.5 200.743 -5.41152e+06 -4.42106e+06 -3.35398e+06 -392700 15639.1 12920.2
10305 2609 4790.5 200.743 -5.40748e+06 -4.41895e+06 -3.34833e+06 -401693 14252.6 11191.2
10306 2611 4790.5 200.743 -5.40411e+06 -4.42246e+06 -3.34713e+06 -409834 12801.5 9741.6
10307 2613 4790.5 200.743 -5.40188e+06 -4.43014e+06 -3.35029e+06 -416560 11537.2 8334.16
10308 2615 4790.5 200.743 -5.40434e+06 -4.43907e+06 -3.35646e+06 -420969 10266.2 6751.46
10309 2617 4790.5 200.743 -5.40823e+06 -4.44892e+06 -3.36442e+06 -422865 8785 4823.62
10310 2619 4790.5 200.743 -5.41075e+06 -4.45819e+06 -3.37095e+06 -423176 6619.12 2752.63
10311 2621 4790.5 200.743 -5.40715e+06 -4.46873e+06 -3.37648e+06 -423084 4184.19 848.136
10312 2623 4790.5 200.743 -5.40492e+06 -4.47974e+06 -3.38251e+06 -424401 1905.12 -1217.23
10313 2625 4790.5 200.743 -5.40392e+06 -4.48958e+06 -3.38852e+06 -426000 -695.97 -3644.81
10314 2627 4790.5 200.743 -5.40273e+06 -4.49853e+06 -3.39443e+06 -427198 -3590.86 -6181.48
10315 2629 4790.5 200.743 -5.40178e+06 -4.50683e+06 -3.40072e+06 -428304 -7097.65 -8336.35
10316 2631 4790.5 200.743 -5.40039e+06 -4.51472e+06 -3.4077e+06 -429649 -10549.4 -9875.21
10317 2633 4790.5 200.743 -5.40165e+06 -4.52173e+06 -3.4158e+06 -431308 -13118.7 -11617.4
10318 2635 4790.5 200.743 -5.40706e+06 -4.53034e+06 -3.42491e+06 -429240 -15337.4 -14059.9
10319 2637 4790.5 200.743 -5.40059e+06 -4.53614e+06 -3.42812e+06 -425525 -17630.3 -16875.9
10320 2639 4790.5 200.743 -5.39942e+06 -4.54379e+06 -3.43248e+06 -421412 -21069 -19123.4
10321 2641 4790.5 200.743 -5.39148e+06 -4.54951e+06 -3.43559e+06 -416873 -24539.2 -20656.7
10322 2643 4790.5 200.743 -5.38858e+06 -4.55505e+06 -3.44072e+06 -414236 -27366.5 -22707.4
10323 2645 4790.5 200.743 -5.38576e+06 -4.558e+06 -3.44544e+06 -410262 -29466.5 -25263.9
10324 2647 4790.5 200.743 -5.38411e+06 -4.56139e+06 -3.44948e+06 -404189 -30343.5 -28052.7
10325 2649 4790.5 200.743 -5.38198e+06 -4.56728e+06 -3.45272e+06 -395774 -33036.5 -30156.9
10326 2651 4790.5 200.743 -5.36958e+06 -4.57382e+06 -3.455e+06 -391746 -36656.5 -31192.5
10327 2653 4790.5 200.743 -5.37647e+06 -4.58814e+06 -3.46972e+06 -391830 -41162.4 -32446.5
10328 2655 4790.5 200.743 -5.37824e+06 -4.60098e+06 -3.48621e+06 -388332 -44700 -33726.6
10329 2657 4790.5 200.743 -5.37332e+06 -4.60908e+06 -3.49856e+06 -387748 -44763.2 -35839.2
10530 2559 4791.5 200.743 -5.5278e+06 -4.70853e+06 -3.64387e+06 -153880 10472.4 26322.2
10531 2561 4791.5 200.743 -5.52312e+06 -4.69409e+06 -3.63147e+06 -166010 10644.4 25955.2
10532 2563 4791.5 200.743 -5.51602e+06 -4.67674e+06 -3.61632e+06 -179312 10800 25665.2
10533 2565 4791.5 200.743 -5.5122e+06 -4.66302e+06 -3.60475e+06 -193978 10971.1 25450.9
10534 2567 4791.5 200.743 -5.50497e+06 -4.64605e+06 -3.58967e+06 -209392 11195.5 25322.5
10535 2569 4791.5 200.743 -5.49752e+06 -4.62726e+06 -3.57223e+06 -224512 11470.1 25259.6
10536 2571 4791.5 200.743 -5.49113e+06 -4.60091e+06 -3.54944e+06 -237709 11771.9 25248
10537 2573 4791.5 200.743 -5.48402e+06 -4.57231e+06 -3.52481e+06 -250168 12130.5 25297
10538 2575 4791.5 200.743 -5.47623e+06 -4.54393e+06 -3.50003e+06 -262189 12562.4 25407.1
10539 2577 4791.5 200.743 -5.46979e+06 -4.52115e+06 -3.4799e+06 -273145 13080 25560
10540 2579 4791.5 200.743 -5.4639e+06 -4.50219e+06 -3.46318e+06 -282208 13742.6 25736.9
10541 2581 4791.5 200.743 -5.45965e+06 -4.48564e+06 -3.44889e+06 -290308 14591.7 25900.6
10542 2583 4791.5 200.743 -5.45673e+06 -4.46836e+06 -3.43431e+06 -297957 15579.3 25992.7
10543 2585 4791.5 200.743 -5.45354e+06 -4.45133e+06 -3.41925e+06 -304332 16591.6 25977.5
10544 2587 4791.5 200.743 -5.44883e+06 -4.43503e+06 -3.40342e+06 -309740 17505.4 25830.1
10545 2589 4791.5 200.743 -5.44235e+06 -4.42121e+06 -3.38828e+06 -316054 18216.4 25515.5
10546 2591 4791.5 200.743 -5.43597e+06 -4.41716e+06 -3.38006e+06 -324821 18631.1 24993.1
10547 2593 4791.5 200.743 -5.43128e+06 -4.4185e+06 -3.37614e+06 -334780 18702.8 24178.1
10548 2595 4791.5 200.743 -5.42756e+06 -4.41922e+06 -3.37221e+06 -344326 18370.4 22987.6
10549 2597 4791.5 200.743 -5.42391e+06 -4.41949e+06 -3.36826e+06 -353216 17662.7 21427.1
10550 2599 4791.5 200.743 -5.41991e+06 -4.4196e+06 -3.3644e+06 -361676 16763.9 19607.4
10551 2601 4791.5 200.743 -5.41562e+06 -4.41961e+06 -3.36052e+06 -369785 15916.9 17659.3
10552 2603 4791.5 200.743 -5.4111e+06 -4.41941e+06 -3.35641e+06 -377912 15269.8 15671.5
10553 2605 4791.5 200.743 -5.4062e+06 -4.41848e+06 -3.35166e+06 -386250 14696.2 13694.4
10554 2607 4791.5 200.743 -5.40262e+06 -4.41673e+06 -3.34671e+06 -394790 13919.7 11789.1
10555 2609 4791.5 200.743 -5.40102e+06 -4.41503e+06 -3.34287e+06 -403297 12818.9 10093.4
10556 2611 4791.5 200.743 -5.40051e+06 -4.41963e+06 -3.34447e+06 -411001 11540.9 8618.6
10557 2613 4791.5 200.743 -5.39996e+06 -4.42822e+06 -3.34947e+06 -416515 10302.2 7165.46
10558 2615 4791.5 200.743 -5.40212e+06 -4.43872e+06 -3.35672e+06 -419758 8990.59 5520.13
10559 2617 4791.5 200.743 -5.40345e+06 -4.44834e+06 -3.36321e+06 -421761 7424.01 3608.62
10560 2619 4791.5 200.743 -5.40444e+06 -4.45707e+06 -3.3693e+06 -422798 5377.94 1573.97
10561 2621 4791.5 200.743 -5.40618e+06 -4.46911e+06 -3.3781e+06 -423674 3056.06 -451.999
10562 2623 4791.5 200.743 -5.40373e+06 -4.47848e+06 -3.38367e+06 -424813 616.16 -2564.13
10563 2625 4791.5 200.743 -5.40241e+06 -4.48843e+06 -3.38978e+06 -425837 -2016.32 -4809.62
10564 2627 4791.5 200.743 -5.40118e+06 -4.49727e+06 -3.39581e+06 -426834 -4822.44 -7036.23
10565 2629 4791.5 200.743 -5.4002e+06 -4.50545e+06 -3.40198e+06 -427654 -7887.84 -9024.7
10566 2631 4791.5 200.743 -5.39946e+06 -4.51317e+06 -3.40869e+06 -428303 -11026.9 -10722.7
10567 2633 4791.5 200.743 -5.4001e+06 -4.52145e+06 -3.41659e+06 -428437 -13781 -12449.7
10568 2635 4791.5 200.743 -5.401e+06 -4.52922e+06 -3.42434e+06 -427612 -16105.4 -14547.7
10569 2637 4791.5 200.743 -5.40073e+06 -4.53767e+06 -3.43139e+06 -425372 -18395.7 -16926.2
10570 2639 4791.5 200.743 -5.39675e+06 -4.54387e+06 -3.43489e+06 -421684 -21300.6 -19194.1
10571 2641 4791.5 200.743 -5.39218e+06 -4.55028e+06 -3.43862e+06 -417169 -24704 -21129.7
10572 2643 4791.5 200.743 -5.38772e+06 -4.55575e+06 -3.44299e+06 -413076 -27809.8 -22890.2
10573 2645 4791.5 200.743 -5.38444e+06 -4.56009e+06 -3.44761e+06 -408812 -29869.9 -24839.9
10574 2647 4791.5 200.743 -5.38146e+06 -4.56421e+06 -3.45132e+06 -403003 -31191.3 -27258.5
10575 2649 4791.5 200.743 -5.37751e+06 -4.56824e+06 -3.45364e+06 -396710 -33460.5 -29886.1
10576 2651 4791.5 200.743 -5.37293e+06 -4.57337e+06 -3.45712e+06 -391250 -37115.6 -32127.2
10577 2653 4791.5 200.743 -5.3726e+06 -4.58605e+06 -3.46897e+06 -388032 -41422.7 -33562.8
10578 2655 4791.5 200.743 -5.37341e+06 -4.59966e+06 -3.48469e+06 -386207 -44138.3 -34690.7
10579 2657 4791.5 200.743 -5.37566e+06 -4.61056e+06 -3.49908e+06 -382261 -44975.1 -36941.8
10780 2559 4792.5 200.743 -5.51967e+06 -4.70356e+06 -3.63382e+06 -156722 8866.16 25590.9
10781 2561 4792.5 200.743 -5.5145e+06 -4.68849e+06 -3.62093e+06 -169607 8991.92 25228.2
10782 2563 4792.5 200.743 -5.50793e+06 -4.67171e+06 -3.60588e+06 -183050 9094.85 24935.1
10783 2565 4792.5 200.743 -5.50011e+06 -4.65574e+06 -3.59083e+06 -197672 9235.65 24726.8
10784 2567 4792.5 200.743 -5.49361e+06 -4.63851e+06 -3.57589e+06 -212952 9428.8 24606.1
10785 2569 4792.5 200.743 -5.49037e+06 -4.62223e+06 -3.56248e+06 -228070 9675.63 24538.1
10786 2571 4792.5 200.743 -5.48278e+06 -4.59527e+06 -3.5396e+06 -241763 9966.88 24515.5
10787 2573 4792.5 200.743 -5.4761e+06 -4.567e+06 -3.51519e+06 -254403 10327 24553.9
10788 2575 4792.5 200.743 -5.46846e+06 -4.53923e+06 -3.49107e+06 -266316 10762.3 24643.3
10789 2577 4792.5 200.743 -5.46229e+06 -4.517e+06 -3.47169e+06 -276551 11295.9 24775.4
10790 2579 4792.5 200.743 -5.45749e+06 -4.49943e+06 -3.45663e+06 -285114 11986.6 24933.9
10791 2581 4792.5 200.743 -5.45318e+06 -4.48257e+06 -3.44217e+06 -292763 12844.7 25068.1
10792 2583 4792.5 200.743 -5.44936e+06 -4.46576e+06 -3.42741e+06 -300355 13834.8 25132.2
10793 2585 4792.5 200.743 -5.44521e+06 -4.44914e+06 -3.41212e+06 -307223 14851.3 25096.1
10794 2587 4792.5 200.743 -5.44001e+06 -4.43313e+06 -3.39622e+06 -313521 15762 24926.9
10795 2589 4792.5 200.743 -5.43394e+06 -4.41837e+06 -3.38039e+06 -320266 16458 24588.2
10796 2591 4792.5 200.743 -5.42795e+06 -4.41333e+06 -3.37149e+06 -328720 16826.4 24040.8
10797 2593 4792.5 200.743 -5.42297e+06 -4.41475e+06 -3.36757e+06 -338162 16813.3 23203.5
10798 2595 4792.5 200.743 -5.41867e+06 -4.41568e+06 -3.36368e+06 -347450 16385.1 21991.6
10799 2597 4792.5 200.743 -5.41466e+06 -4.41618e+06 -3.35993e+06 -356282 15612.7 20410.5
10800 2599 4792.5 200.743 -5.41044e+06 -4.41634e+06 -3.35628e+06 -364779 14718 18537.3
10801 2601 4792.5 200.743 -5.40597e+06 -4.41633e+06 -3.3527e+06 -372911 13937.4 16512.3
10802 2603 4792.5 200.743 -5.40182e+06 -4.4157e+06 -3.34903e+06 -380778 13389.7 14477
10803 2605 4792.5 200.743 -5.39907e+06 -4.41502e+06 -3.34588e+06 -388722 12933.3 12511.2
10804 2607 4792.5 200.743 -5.39687e+06 -4.41312e+06 -3.34206e+06 -396625 12320.2 10679.3
10805 2609 4792.5 200.743 -5.3961e+06 -4.41123e+06 -3.33909e+06 -403993 11428.6 9025.09
10806 2611 4792.5 200.743 -5.39816e+06 -4.41623e+06 -3.34279e+06 -410984 10302.5 7521.63
10807 2613 4792.5 200.743 -5.40064e+06 -4.42741e+06 -3.35137e+06 -416256 9078.46 6023.63
10808 2615 4792.5 200.743 -5.40148e+06 -4.43743e+06 -3.35813e+06 -419370 7712.24 4368.54
10809 2617 4792.5 200.743 -5.40222e+06 -4.44752e+06 -3.36464e+06 -421533 6108.09 2520.9
10810 2619 4792.5 200.743 -5.40268e+06 -4.45761e+06 -3.37097e+06 -422672 4118.84 534.025
10811 2621 4792.5 200.743 -5.40121e+06 -4.46657e+06 -3.37658e+06 -423567 1846.5 -1522.36
10812 2623 4792.5 200.743 -5.40285e+06 -4.47865e+06 -3.3855e+06 -425008 -619.602 -3615.85
10813 2625 4792.5 200.743 -5.40068e+06 -4.48717e+06 -3.39111e+06 -426038 -3213.38 -5714.8
10814 2627 4792.5 200.743 -5.39956e+06 -4.49629e+06 -3.39725e+06 -426618 -5884.56 -7762.78
10815 2629 4792.5 200.743 -5.39852e+06 -4.50431e+06 -3.40325e+06 -427138 -8694.19 -9704.06
10816 2631 4792.5 200.743 -5.39778e+06 -4.5122e+06 -3.40969e+06 -427222 -11630.9 -11490
10817 2633 4792.5 200.743 -5.3975e+06 -4.5207e+06 -3.41709e+06 -426836 -14377.1 -13208.8
10818 2635 4792.5 200.743 -5.39737e+06 -4.52916e+06 -3.42458e+06 -425943 -16780.1 -15108.8
10819 2637 4792.5 200.743 -5.39663e+06 -4.53682e+06 -3.43129e+06 -424370 -19059.4 -17294.2
10820 2639 4792.5 200.743 -5.3959e+06 -4.54506e+06 -3.4378e+06 -421710 -21801 -19589.5
10821 2641 4792.5 200.743 -5.39104e+06 -4.55039e+06 -3.44097e+06 -417335 -25041.3 -21658.4
10822 2643 4792.5 200.743 -5.38664e+06 -4.55639e+06 -3.4451e+06 -412489 -28103.1 -23393.1
10823 2645 4792.5 200.743 -5.38251e+06 -4.56128e+06 -3.4492e+06 -407786 -30269.3 -25159
10824 2647 4792.5 200.743 -5.3789e+06 -4.56565e+06 -3.45263e+06 -402298 -31939.5 -27398.4
10825 2649 4792.5 200.743 -5.37514e+06 -4.56925e+06 -3.45507e+06 -396180 -34318.1 -30047.3
10826 2651 4792.5 200.743 -5.37177e+06 -4.57322e+06 -3.45838e+06 -389949 -37794.5 -32433
10827 2653 4792.5 200.743 -5.36997e+06 -4.58462e+06 -3.46898e+06 -385440 -41559.6 -33978.1
10828 2655 4792.5 200.743 -5.3701e+06 -4.59881e+06 -3.48408e+06 -382603 -44025.8 -35277.3
10829 2657 4792.5 200.743 -5.37241e+06 -4.61093e+06 -3.49856e+06 -377863 -45436.6 -37533.4
11030 2559 4793.5 200.743 -5.51165e+06 -4.69848e+06 -3.6238e+06 -159981 7369.63 24886.9
