zid x y z sxx syy szz sxy sxz syz
6454 2907 4775 200.743 -4.9181e+06 -5.75113e+06 -5.41417e+06 317136 -110884 63523.8
6455 2909 4775 200.743 -4.92393e+06 -5.751e+06 -5.41841e+06 312706 -111104 60013.1
6456 2911 4775 200.743 -4.92938e+06 -5.75369e+06 -5.42375e+06 305598 -110524 57567.3
6457 2913 4775 200.743 -4.9127e+06 -5.74759e+06 -5.41782e+06 297807 -110851 56129.9
6458 2915 4775 200.743 -4.90935e+06 -5.75199e+06 -5.42049e+06 289163 -112721 55259.9
6459 2917 4775 200.743 -4.89822e+06 -5.75053e+06 -5.4162e+06 278578 -115090 54976.1
6460 2919 4775 200.743 -4.89463e+06 -5.74864e+06 -5.41202e+06 267570 -118004 55303.9
6461 2921 4775 200.743 -4.89754e+06 -5.74914e+06 -5.40942e+06 256827 -120183 55937
6462 2923 4775 200.743 -4.90529e+06 -5.75199e+06 -5.40812e+06 246864 -120988 56489.4
6463 2925 4775 200.743 -4.91532e+06 -5.75603e+06 -5.40744e+06 237751 -119713 56377.1
6464 2927 4775 200.743 -4.92932e+06 -5.76135e+06 -5.40929e+06 230247 -115387 54707.2
6465 2929 4775 200.743 -4.94548e+06 -5.77316e+06 -5.42011e+06 225254 -107452 50327.8
6466 2931 4775 200.743 -4.91455e+06 -5.76e+06 -5.40771e+06 219113 -106535 43910.1
6467 2933 4775 200.743 -4.92818e+06 -5.77158e+06 -5.41727e+06 209677 -111239 38545.9
6468 2935 4775 200.743 -4.94011e+06 -5.7791e+06 -5.41935e+06 202508 -113498 35520.1
6469 2937 4775 200.743 -4.94893e+06 -5.78294e+06 -5.4169e+06 196744 -113129 33878.3
6470 2939 4775 200.743 -4.95495e+06 -5.78243e+06 -5.41125e+06 191680 -110417 32927.7
6471 2941 4775 200.743 -4.96343e+06 -5.78128e+06 -5.40762e+06 186625 -105166 32280
6472 2943 4775 200.743 -4.97793e+06 -5.77997e+06 -5.40964e+06 181725 -96479.3 31783.1
6473 2945 4775 200.743 -4.99838e+06 -5.78057e+06 -5.42359e+06 176429 -83378.2 31526.5
6674 2847 4785 200.743 -5.69565e+06 -5.89855e+06 -5.06815e+06 54258.7 41685 27024.6
6675 2849 4785 200.743 -5.69599e+06 -5.91656e+06 -5.08761e+06 60010.9 40539.9 27937.7
6676 2851 4785 200.743 -5.69067e+06 -5.93579e+06 -5.10755e+06 65969.9 39442.4 28187.8
6677 2853 4785 200.743 -5.67319e+06 -5.9534e+06 -5.12506e+06 73328.5 39309.8 27789.3
6678 2855 4785 200.743 -5.63746e+06 -5.97278e+06 -5.14073e+06 85078.2 40400.6 26785.7
6679 2857 4785 200.743 -5.11603e+06 -5.59342e+06 -5.07496e+06 171256 71054.2 61563.6
6680 2859 4785 200.743 -5.01381e+06 -5.61499e+06 -5.08405e+06 187079 69491.9 56102.7
6681 2861 4785 200.743 -4.93375e+06 -5.621e+06 -5.09545e+06 202284 65305.6 54252.7
6682 2863 4785 200.743 -4.85894e+06 -5.60254e+06 -5.0987e+06 231278 62188.3 54208.7
6683 2865 4785 200.743 -4.87968e+06 -5.6218e+06 -5.14993e+06 243504 55920.6 54556.6
6684 2867 4785 200.743 -4.86955e+06 -5.62444e+06 -5.18177e+06 250313 50603 53623.7
6685 2869 4785 200.743 -4.83247e+06 -5.61613e+06 -5.19902e+06 255026 43674.2 51797.3
6686 2871 4785 200.743 -4.8234e+06 -5.62253e+06 -5.23137e+06 252531 34292.5 50595.7
6687 2873 4785 200.743 -4.81243e+06 -5.62516e+06 -5.25946e+06 252296 25042.2 50413.7
6688 2875 4785 200.743 -4.79761e+06 -5.62645e+06 -5.2833e+06 252203 14463.7 50771.5
6689 2877 4785 200.743 -4.78282e+06 -5.62678e+06 -5.30338e+06 252167 1763.58 51766.3
6690 2879 4785 200.743 -4.76756e+06 -5.62025e+06 -5.31547e+06 251860 -13258 53912.2
6691 2881 4785 200.743 -4.75468e+06 -5.61215e+06 -5.32259e+06 249490 -31032.8 58301.3
6692 2883 4785 200.743 -4.74234e+06 -5.59381e+06 -5.31587e+06 244868 -49459.1 66454.9
6693 2885 4785 200.743 -4.79588e+06 -5.60198e+06 -5.33763e+06 242421 -56865.9 79227.1
6694 2887 4785 200.743 -4.77882e+06 -5.57442e+06 -5.32551e+06 262006 -56016.4 91057.7
6695 2889 4785 200.743 -4.75737e+06 -5.56234e+06 -5.32514e+06 279336 -55972.3 97381.7
6696 2891 4785 200.743 -4.73067e+06 -5.55513e+06 -5.32668e+06 293023 -59555.9 100067
6697 2893 4785 200.743 -4.7025e+06 -5.55545e+06 -5.33111e+06 303670 -67071.9 100303
6698 2895 4785 200.743 -4.67126e+06 -5.55106e+06 -5.32911e+06 311031 -79204.8 98557.9
6699 2897 4785 200.743 -4.64348e+06 -5.54819e+06 -5.32314e+06 315941 -96749.7 94762.1
6700 2899 4785 200.743 -4.61397e+06 -5.5422e+06 -5.30425e+06 321517 -122143 88208.4
6701 2901 4785 200.743 -4.58022e+06 -5.53284e+06 -5.25776e+06 328943 -155868 77880.6
6702 2903 4785 200.743 -4.96611e+06 -5.7841e+06 -5.46065e+06 292882 -149480 75183.7
6703 2905 4785 200.743 -4.95264e+06 -5.79306e+06 -5.43969e+06 294699 -135054 78882.6
6704 2907 4785 200.743 -4.93013e+06 -5.79271e+06 -5.42627e+06 295243 -126356 77759
6705 2909 4785 200.743 -4.9078e+06 -5.78851e+06 -5.41555e+06 297019 -123969 73812.7
6706 2911 4785 200.743 -4.88596e+06 -5.77454e+06 -5.40099e+06 301110 -124661 65907.1
6707 2913 4785 200.743 -4.88792e+06 -5.76482e+06 -5.3956e+06 296462 -124680 56137.5
6708 2915 4785 200.743 -4.88664e+06 -5.75368e+06 -5.3888e+06 289086 -124294 48749
6709 2917 4785 200.743 -4.88943e+06 -5.7479e+06 -5.3862e+06 280622 -123605 43707.5
6710 2919 4785 200.743 -4.88907e+06 -5.74346e+06 -5.3831e+06 269925 -122959 40130.4
6711 2921 4785 200.743 -4.88837e+06 -5.74002e+06 -5.37972e+06 259442 -122500 37809.7
6712 2923 4785 200.743 -4.88691e+06 -5.73686e+06 -5.37557e+06 248872 -121767 36351.8
6713 2925 4785 200.743 -4.88473e+06 -5.73408e+06 -5.37085e+06 238494 -120510 35489.1
6714 2927 4785 200.743 -4.87886e+06 -5.73017e+06 -5.36403e+06 228400 -118837 34941
6715 2929 4785 200.743 -4.86792e+06 -5.72613e+06 -5.35551e+06 217954 -117622 34478.1
6716 2931 4785 200.743 -4.8645e+06 -5.72781e+06 -5.35174e+06 207029 -117141 34124.4
6717 2933 4785 200.743 -4.8535e+06 -5.72375e+06 -5.34184e+06 195156 -117021 34133
6718 2935 4785 200.743 -4.84952e+06 -5.72164e+06 -5.33408e+06 182833 -117401 34614
6719 2937 4785 200.743 -4.85184e+06 -5.72257e+06 -5.32901e+06 171230 -116997 35360.6
6720 2939 4785 200.743 -4.85849e+06 -5.72507e+06 -5.32556e+06 160931 -115064 36012
6721 2941 4785 200.743 -4.8661e+06 -5.7253e+06 -5.32125e+06 152397 -111155 36089.9
6722 2943 4785 200.743 -4.8748e+06 -5.72743e+06 -5.3197e+06 145624 -104615 34888.9
6723 2945 4785 200.743 -4.88451e+06 -5.73399e+06 -5.32572e+06 141055 -95400.6 31342.1
10424 2847 4790.5 200.743 -5.69136e+06 -5.93249e+06 -5.04858e+06 51597.7 52167.1 14582.9
10425 2849 4790.5 200.743 -5.69464e+06 -5.94915e+06 -5.06723e+06 51569.6 50291.9 16244.1
10426 2851 4790.5 200.743 -5.69202e+06 -5.96672e+06 -5.08683e+06 47091.2 48261.1 17402.9
10427 2853 4790.5 200.743 -5.6798e+06 -5.98817e+06 -5.10751e+06 30939.1 47213.2 17509
10428 2855 4790.5 200.743 -5.64268e+06 -5.9733e+06 -5.11266e+06 -26001.7 46490.9 15045.5
10429 2857 4790.5 200.743 -5.88939e+06 -6.01315e+06 -5.22025e+06 -40911.4 34307 17815.2
10430 2859 4790.5 200.743 -5.8638e+06 -5.97275e+06 -5.22363e+06 25803.5 33819.7 23452.2
10431 2861 4790.5 200.743 -5.85197e+06 -5.99954e+06 -5.25402e+06 57498.8 32792.2 24120.1
10432 2863 4790.5 200.743 -5.86411e+06 -6.12999e+06 -5.32487e+06 84867.3 31956 21134.8
10433 2865 4790.5 200.743 -4.7663e+06 -5.61929e+06 -5.03505e+06 324800 74802.6 41820.8
10434 2867 4790.5 200.743 -4.89933e+06 -5.75171e+06 -5.18095e+06 347001 66681.3 36101.1
10435 2869 4790.5 200.743 -4.85521e+06 -5.6821e+06 -5.17761e+06 325178 57814.7 33271.6
10436 2871 4790.5 200.743 -4.85065e+06 -5.68964e+06 -5.2153e+06 333425 48557.3 31040.9
10437 2873 4790.5 200.743 -4.82477e+06 -5.6747e+06 -5.23333e+06 326022 37842.1 29355.5
10438 2875 4790.5 200.743 -4.81496e+06 -5.67375e+06 -5.26042e+06 319417 26328.7 28804.2
10439 2877 4790.5 200.743 -4.80332e+06 -5.66737e+06 -5.28257e+06 310341 13902.7 29262.1
10440 2879 4790.5 200.743 -4.80618e+06 -5.66432e+06 -5.3087e+06 305927 1320.75 30436.2
10441 2881 4790.5 200.743 -4.80981e+06 -5.64795e+06 -5.32813e+06 310678 -9671.13 31717.7
10442 2883 4790.5 200.743 -4.83221e+06 -5.6685e+06 -5.36903e+06 336178 -15315.6 28798.1
10443 2885 4790.5 200.743 -4.72476e+06 -5.64647e+06 -5.34459e+06 334837 -24936.9 21959.1
10444 2887 4790.5 200.743 -4.74941e+06 -5.66931e+06 -5.38559e+06 305553 -38536.6 19305.3
10445 2889 4790.5 200.743 -4.75258e+06 -5.65368e+06 -5.40174e+06 300562 -47227.4 20717.2
10446 2891 4790.5 200.743 -4.7481e+06 -5.64753e+06 -5.41623e+06 302795 -55667 21701.9
10447 2893 4790.5 200.743 -4.72918e+06 -5.64092e+06 -5.42251e+06 302680 -66430 22071.7
10448 2895 4790.5 200.743 -4.71089e+06 -5.63691e+06 -5.42452e+06 296845 -81228.2 22748.8
10449 2897 4790.5 200.743 -4.679e+06 -5.62713e+06 -5.41135e+06 282555 -101395 25526.3
10450 2899 4790.5 200.743 -4.65165e+06 -5.63187e+06 -5.39331e+06 249339 -129814 33939
10451 2901 4790.5 200.743 -4.61681e+06 -5.58778e+06 -5.32904e+06 185591 -164212 52847.4
10452 2903 4790.5 200.743 -4.8277e+06 -5.59825e+06 -5.37072e+06 158143 -157638 71162.5
10453 2905 4790.5 200.743 -4.78088e+06 -5.5117e+06 -5.2987e+06 224434 -142986 81685.1
10454 2907 4790.5 200.743 -4.75082e+06 -5.52886e+06 -5.28723e+06 252259 -132855 88137.1
10455 2909 4790.5 200.743 -4.69635e+06 -5.50631e+06 -5.25431e+06 268177 -131504 88678.6
10456 2911 4790.5 200.743 -4.68371e+06 -5.57112e+06 -5.26491e+06 279228 -139707 83720.7
10457 2913 4790.5 200.743 -4.84195e+06 -5.76269e+06 -5.38186e+06 300287 -143815 72430.5
10458 2915 4790.5 200.743 -4.86183e+06 -5.76534e+06 -5.37486e+06 298229 -140930 58325.7
10459 2917 4790.5 200.743 -4.84794e+06 -5.73396e+06 -5.34677e+06 279508 -136979 48131.4
10460 2919 4790.5 200.743 -4.85862e+06 -5.739e+06 -5.34566e+06 268862 -133192 42265.1
10461 2921 4790.5 200.743 -4.85526e+06 -5.73305e+06 -5.33803e+06 257505 -130053 37666.4
10462 2923 4790.5 200.743 -4.85684e+06 -5.73282e+06 -5.33631e+06 248561 -127313 33461.7
10463 2925 4790.5 200.743 -4.85032e+06 -5.72739e+06 -5.33042e+06 237777 -124882 29847.4
10464 2927 4790.5 200.743 -4.84435e+06 -5.7258e+06 -5.3267e+06 225854 -123192 27289.9
10465 2929 4790.5 200.743 -4.84064e+06 -5.72245e+06 -5.32289e+06 212152 -122527 26469.6
10466 2931 4790.5 200.743 -4.84407e+06 -5.71866e+06 -5.32108e+06 201880 -121281 27060
10467 2933 4790.5 200.743 -4.84418e+06 -5.71625e+06 -5.31827e+06 195725 -119433 27537.9
10468 2935 4790.5 200.743 -4.84218e+06 -5.71599e+06 -5.31487e+06 188966 -118187 27668.9
10469 2937 4790.5 200.743 -4.8409e+06 -5.7157e+06 -5.31051e+06 181691 -117006 28023.6
10470 2939 4790.5 200.743 -4.8414e+06 -5.71599e+06 -5.30588e+06 174765 -114953 28596.5
10471 2941 4790.5 200.743 -4.84458e+06 -5.71654e+06 -5.30149e+06 170035 -111668 29126.6
10472 2943 4790.5 200.743 -4.84191e+06 -5.71341e+06 -5.29316e+06 168881 -107035 29143.4
10473 2945 4790.5 200.743 -4.82392e+06 -5.70751e+06 -5.27927e+06 166598 -102525 28286.5
10674 2847 4791.5 200.743 -5.69189e+06 -5.93529e+06 -5.05094e+06 52039.7 57781.7 14710.5
10675 2849 4791.5 200.743 -5.69968e+06 -5.95286e+06 -5.07024e+06 51677.3 55809.3 16484.5
10676 2851 4791.5 200.743 -5.70321e+06 -5.9686e+06 -5.08977e+06 46337.8 53592.4 17823.6
10677 2853 4791.5 200.743 -5.70418e+06 -5.97642e+06 -5.10825e+06 30580.1 51764.3 17713.9
10678 2855 4791.5 200.743 -5.73055e+06 -5.98741e+06 -5.13606e+06 15164.6 49356.3 15809
10679 2857 4791.5 200.743 -5.80741e+06 -6.00698e+06 -5.18032e+06 9123.55 42709.4 15741.1
10680 2859 4791.5 200.743 -5.84081e+06 -6.00465e+06 -5.20822e+06 28519.3 40504.2 16847.6
10681 2861 4791.5 200.743 -5.84435e+06 -6.03807e+06 -5.24293e+06 56018.9 38890.4 16479.3
10682 2863 4791.5 200.743 -5.80745e+06 -6.04054e+06 -5.26021e+06 43815 36637.7 15859.3
10683 2865 4791.5 200.743 -5.87799e+06 -6.15746e+06 -5.34895e+06 62350.2 34078.3 14448.4
10684 2867 4791.5 200.743 -4.76822e+06 -5.60959e+06 -5.04226e+06 319494 76268.3 32139.8
10685 2869 4791.5 200.743 -4.90471e+06 -5.76325e+06 -5.20129e+06 352109 65286.5 29123.7
10686 2871 4791.5 200.743 -4.83327e+06 -5.68145e+06 -5.18432e+06 334634 54408 27093.7
10687 2873 4791.5 200.743 -4.83779e+06 -5.69813e+06 -5.2296e+06 335892 42826.1 26239.5
10688 2875 4791.5 200.743 -4.81625e+06 -5.67954e+06 -5.24808e+06 326681 30958.6 25996.5
10689 2877 4791.5 200.743 -4.81057e+06 -5.68056e+06 -5.2769e+06 320268 18848.1 26221.3
10690 2879 4791.5 200.743 -4.804e+06 -5.67309e+06 -5.29886e+06 316222 7113.63 26540.7
10691 2881 4791.5 200.743 -4.80723e+06 -5.67208e+06 -5.324e+06 322307 -2902.44 25762.2
10692 2883 4791.5 200.743 -4.79091e+06 -5.66902e+06 -5.34027e+06 326908 -11134.7 22356.8
10693 2885 4791.5 200.743 -4.76559e+06 -5.66561e+06 -5.35267e+06 325328 -20955.4 17277.3
10694 2887 4791.5 200.743 -4.74992e+06 -5.66658e+06 -5.36842e+06 316876 -32632.7 13834.6
10695 2889 4791.5 200.743 -4.749e+06 -5.66553e+06 -5.38611e+06 307631 -43299.7 12914
10696 2891 4791.5 200.743 -4.74032e+06 -5.65837e+06 -5.39696e+06 306252 -53596.1 13005
10697 2893 4791.5 200.743 -4.72795e+06 -5.65216e+06 -5.40391e+06 302882 -65362.8 13413.2
10698 2895 4791.5 200.743 -4.71089e+06 -5.64374e+06 -5.40347e+06 292906 -79769.1 14800.5
10699 2897 4791.5 200.743 -4.69307e+06 -5.63512e+06 -5.39573e+06 275199 -97451.2 18746.4
10700 2899 4791.5 200.743 -4.67616e+06 -5.61198e+06 -5.37461e+06 243740 -118187 27980.9
10701 2901 4791.5 200.743 -4.70643e+06 -5.60944e+06 -5.36697e+06 225307 -134342 40362.8
10702 2903 4791.5 200.743 -4.73778e+06 -5.59274e+06 -5.35087e+06 203949 -136049 49688.6
10703 2905 4791.5 200.743 -4.77274e+06 -5.56681e+06 -5.34255e+06 212990 -134489 58590.4
10704 2907 4791.5 200.743 -4.74251e+06 -5.53464e+06 -5.31474e+06 241477 -130392 66610.3
10705 2909 4791.5 200.743 -4.72133e+06 -5.55802e+06 -5.31259e+06 258997 -132092 69195.5
10706 2911 4791.5 200.743 -4.65638e+06 -5.52548e+06 -5.26551e+06 246676 -143589 72222.9
10707 2913 4791.5 200.743 -4.69088e+06 -5.57911e+06 -5.27823e+06 254738 -155503 73226.7
10708 2915 4791.5 200.743 -4.8442e+06 -5.75047e+06 -5.37693e+06 292613 -157382 63236.5
10709 2917 4791.5 200.743 -4.86089e+06 -5.75159e+06 -5.36387e+06 285871 -150847 49827.6
10710 2919 4791.5 200.743 -4.84497e+06 -5.72563e+06 -5.33567e+06 266679 -143643 42472.7
10711 2921 4791.5 200.743 -4.85438e+06 -5.73807e+06 -5.33753e+06 259026 -139038 37595.3
10712 2923 4791.5 200.743 -4.8494e+06 -5.72996e+06 -5.32907e+06 246537 -134722 32615.5
10713 2925 4791.5 200.743 -4.8459e+06 -5.72867e+06 -5.32501e+06 235129 -131270 28800.7
10714 2927 4791.5 200.743 -4.84e+06 -5.72454e+06 -5.31961e+06 222677 -128653 26238.1
10715 2929 4791.5 200.743 -4.8385e+06 -5.72276e+06 -5.31679e+06 211722 -126599 25038.2
10716 2931 4791.5 200.743 -4.83634e+06 -5.71986e+06 -5.31305e+06 201907 -124665 24769.9
10717 2933 4791.5 200.743 -4.83697e+06 -5.71836e+06 -5.31052e+06 193395 -122702 24924.8
10718 2935 4791.5 200.743 -4.83527e+06 -5.71693e+06 -5.30657e+06 186486 -120731 25114.3
10719 2937 4791.5 200.743 -4.83409e+06 -5.71674e+06 -5.30247e+06 179148 -118779 25351
10720 2939 4791.5 200.743 -4.83393e+06 -5.7172e+06 -5.2983e+06 172572 -116291 25686.9
10721 2941 4791.5 200.743 -4.83328e+06 -5.71679e+06 -5.29317e+06 167107 -113004 25955.8
10722 2943 4791.5 200.743 -4.829e+06 -5.71447e+06 -5.28588e+06 163432 -109130 25797.3
10723 2945 4791.5 200.743 -4.8178e+06 -5.71018e+06 -5.27581e+06 157366 -105879 25412.2
10924 2847 4792.5 200.743 -5.69445e+06 -5.94155e+06 -5.05421e+06 54203.4 62975 11414.6
10925 2849 4792.5 200.743 -5.70316e+06 -5.95383e+06 -5.07081e+06 53333.7 60620.5 14109.2
10926 2851 4792.5 200.743 -5.71276e+06 -5.96813e+06 -5.09031e+06 48946.7 58372.5 15428.3
10927 2853 4792.5 200.743 -5.72561e+06 -5.9775e+06 -5.11082e+06 40794.8 55960 15812.4
10928 2855 4792.5 200.743 -5.75246e+06 -5.99338e+06 -5.13806e+06 35935.7 53199.9 15062.9
10929 2857 4792.5 200.743 -5.79194e+06 -6.01073e+06 -5.1685e+06 33607 48745.8 14832.2
10930 2859 4792.5 200.743 -5.82211e+06 -6.02371e+06 -5.19754e+06 41447.5 46029 15251.8
10931 2861 4792.5 200.743 -5.83034e+06 -6.04217e+06 -5.2272e+06 52035.1 44024.1 14742.5
10932 2863 4792.5 200.743 -5.83499e+06 -6.07744e+06 -5.26393e+06 53707.2 41564.7 13411.9
10933 2865 4792.5 200.743 -5.81332e+06 -6.06379e+06 -5.28227e+06 33815.1 38436.6 11838.6
10934 2867 4792.5 200.743 -5.89882e+06 -6.18307e+06 -5.377e+06 58694.8 34467.2 10552.2
10935 2869 4792.5 200.743 -4.7512e+06 -5.61219e+06 -5.0509e+06 322422 73647.2 24561.1
10936 2871 4792.5 200.743 -4.89107e+06 -5.77087e+06 -5.21449e+06 359979 60719.8 22650
10937 2873 4792.5 200.743 -4.81666e+06 -5.68531e+06 -5.19543e+06 341135 48305.6 21472.3
10938 2875 4792.5 200.743 -4.82763e+06 -5.70336e+06 -5.24336e+06 339577 35761.3 21605.4
10939 2877 4792.5 200.743 -4.80926e+06 -5.68664e+06 -5.26296e+06 329484 23461.5 21800
10940 2879 4792.5 200.743 -4.80612e+06 -5.68878e+06 -5.29169e+06 326966 11846.6 21532.8
10941 2881 4792.5 200.743 -4.79806e+06 -5.68339e+06 -5.31204e+06 327755 1568.02 20101.9
10942 2883 4792.5 200.743 -4.78618e+06 -5.67998e+06 -5.32987e+06 327430 -7889.73 16933.3
10943 2885 4792.5 200.743 -4.77045e+06 -5.67575e+06 -5.34474e+06 325359 -18013.4 12815.2
10944 2887 4792.5 200.743 -4.75685e+06 -5.67461e+06 -5.35955e+06 320812 -29154.5 9461.77
10945 2889 4792.5 200.743 -4.74949e+06 -5.67303e+06 -5.37421e+06 313993 -40379.9 7777.02
10946 2891 4792.5 200.743 -4.74085e+06 -5.66926e+06 -5.38542e+06 309698 -51642.5 7326.21
10947 2893 4792.5 200.743 -4.7284e+06 -5.66089e+06 -5.38956e+06 303813 -63819.7 7657.05
10948 2895 4792.5 200.743 -4.71623e+06 -5.65238e+06 -5.38983e+06 291652 -77389.6 9254.98
10949 2897 4792.5 200.743 -4.70488e+06 -5.63696e+06 -5.38232e+06 272945 -92325.4 13237.4
10950 2899 4792.5 200.743 -4.70513e+06 -5.619e+06 -5.37254e+06 253369 -106969 20388.6
10951 2901 4792.5 200.743 -4.71738e+06 -5.61307e+06 -5.36581e+06 242365 -117001 27965.6
10952 2903 4792.5 200.743 -4.73057e+06 -5.60667e+06 -5.358e+06 226068 -121618 33292.1
10953 2905 4792.5 200.743 -4.7455e+06 -5.58451e+06 -5.3493e+06 221331 -125128 39445.7
10954 2907 4792.5 200.743 -4.74078e+06 -5.56746e+06 -5.33878e+06 236116 -126563 46169.3
10955 2909 4792.5 200.743 -4.70924e+06 -5.557e+06 -5.32044e+06 244578 -131115 50865.3
10956 2911 4792.5 200.743 -4.69593e+06 -5.57288e+06 -5.31396e+06 243897 -141142 54991.6
10957 2913 4792.5 200.743 -4.64703e+06 -5.53329e+06 -5.26332e+06 229149 -155117 60483.4
10958 2915 4792.5 200.743 -4.68424e+06 -5.57784e+06 -5.26897e+06 247213 -166920 61427.5
10959 2917 4792.5 200.743 -4.84984e+06 -5.74098e+06 -5.3667e+06 282645 -166238 52050.3
10960 2919 4792.5 200.743 -4.85608e+06 -5.73925e+06 -5.34815e+06 268871 -155385 42427
10961 2921 4792.5 200.743 -4.85111e+06 -5.72882e+06 -5.33214e+06 256133 -148315 37101.5
10962 2923 4792.5 200.743 -4.84941e+06 -5.7331e+06 -5.32798e+06 244087 -142258 32004.6
10963 2925 4792.5 200.743 -4.84245e+06 -5.72692e+06 -5.31958e+06 231932 -137582 27880.5
10964 2927 4792.5 200.743 -4.83867e+06 -5.72558e+06 -5.31527e+06 220394 -133839 25195.9
10965 2929 4792.5 200.743 -4.83559e+06 -5.72317e+06 -5.31116e+06 210148 -130820 23725
10966 2931 4792.5 200.743 -4.83364e+06 -5.72169e+06 -5.30778e+06 200643 -128171 23089
10967 2933 4792.5 200.743 -4.83233e+06 -5.7199e+06 -5.30422e+06 191823 -125713 22983.2
10968 2935 4792.5 200.743 -4.83114e+06 -5.71869e+06 -5.30046e+06 184169 -123255 23057.3
10969 2937 4792.5 200.743 -4.82967e+06 -5.71823e+06 -5.29632e+06 176915 -120737 23178
10970 2939 4792.5 200.743 -4.82843e+06 -5.71831e+06 -5.29206e+06 170081 -117918 23346
10971 2941 4792.5 200.743 -4.82649e+06 -5.7179e+06 -5.28712e+06 164054 -114625 23403.3
10972 2943 4792.5 200.743 -4.82135e+06 -5.71508e+06 -5.28001e+06 158385 -111215 23213.3
10973 2945 4792.5 200.743 -4.81475e+06 -5.71119e+06 -5.27217e+06 151285 -108255 23033.1
11174 2847 4793.5 200.743 -5.69393e+06 -5.94303e+06 -5.05775e+06 53301.2 68074.8 5583.5
11175 2849 4793.5 200.743 -5.7084e+06 -5.95854e+06 -5.07355e+06 56874.3 65292.1 10268.3
11176 2851 4793.5 200.743 -5.72014e+06 -5.96857e+06 -5.09073e+06 53753.8 62639.4 12589.1
11177 2853 4793.5 200.743 -5.73785e+06 -5.98174e+06 -5.11216e+06 50680.4 60119.7 13267.2
11178 2855 4793.5 200.743 -5.76026e+06 -5.99747e+06 -5.13624e+06 49193.1 57306.4 13331.1
11179 2857 4793.5 200.743 -5.78828e+06 -6.01596e+06 -5.16296e+06 48693.4 53785.4 13381.8
11180 2859 4793.5 200.743 -5.81157e+06 -6.03134e+06 -5.18917e+06 51593.1 50978.5 13597
11181 2861 4793.5 200.743 -5.82565e+06 -6.0536e+06 -5.21913e+06 56641.6 48498.7 13351.1
11182 2863 4793.5 200.743 -5.82953e+06 -6.07282e+06 -5.2482e+06 54638.9 45655 12198.4
