step_pair,phase,cycle,L_xmin,L_xmax,R_xmin,R_xmax,ratio_target,ratio_local,converged,box_id,monitor_x,boundary,target_coord,actual_coord,gp_id,x,y,z,ux,uy,uz
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,144857,2558.0,4794.0,216.0,0.00421325,0.0153528,-0.00421669
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,146614,2558.0,4794.0,216.5,0.00421855,0.0157862,-0.00510973
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,148371,2558.0,4794.0,217.0,0.00420788,0.0159504,-0.00604492
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,150128,2558.0,4794.0,217.5,0.0041831,0.0158313,-0.00696089
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,151885,2558.0,4794.0,218.0,0.00414597,0.0154517,-0.00780563
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,153642,2558.0,4794.0,218.5,0.0040994,0.0148609,-0.00854255
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,155399,2558.0,4794.0,219.0,0.00404608,0.0141253,-0.00914786
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,157156,2558.0,4794.0,219.5,0.00398737,0.0133149,-0.00961967
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,158913,2558.0,4794.0,220.0,0.00392338,0.0124931,-0.00996314
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,253038,2558.0,4794.0,222.16666666666666,0.00361094,0.00937984,-0.0105468
54,conv,2000,0,0,0,0,0,0,1,sub_2608,2608.0,xmin,2558.0,2558.0,254795,2558.0,4794.0,224.33333333333334,0.00334808,0.00740108,-0.0103989
