box_id,monitor_x,boundary,target_coord,actual_coord,gp_id,x,y,z
sub_2608,2608.0,xmin,2558.0,2558.0,256050,2558.0,4792.0,226.5
sub_2608,2608.0,xmin,2558.0,2558.0,257807,2558.0,4792.0,228.66666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,259564,2558.0,4792.0,230.83333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,261321,2558.0,4792.0,233.0
sub_2608,2608.0,xmin,2558.0,2558.0,315286,2558.0,4792.0,238.9612518628912
sub_2608,2608.0,xmin,2558.0,2558.0,14086,2558.0,4793.0,196.48648648648648
sub_2608,2608.0,xmin,2558.0,2558.0,15843,2558.0,4793.0,205.0
sub_2608,2608.0,xmin,2558.0,2558.0,60772,2558.0,4793.0,206.58333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,62529,2558.0,4793.0,208.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,64286,2558.0,4793.0,209.75
sub_2608,2608.0,xmin,2558.0,2558.0,66043,2558.0,4793.0,211.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,67800,2558.0,4793.0,212.91666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,69557,2558.0,4793.0,214.5
sub_2608,2608.0,xmin,2558.0,2558.0,141092,2558.0,4793.0,215.0
sub_2608,2608.0,xmin,2558.0,2558.0,142849,2558.0,4793.0,215.5
sub_2608,2608.0,xmin,2558.0,2558.0,144606,2558.0,4793.0,216.0
sub_2608,2608.0,xmin,2558.0,2558.0,146363,2558.0,4793.0,216.5
sub_2608,2608.0,xmin,2558.0,2558.0,148120,2558.0,4793.0,217.0
sub_2608,2608.0,xmin,2558.0,2558.0,149877,2558.0,4793.0,217.5
sub_2608,2608.0,xmin,2558.0,2558.0,151634,2558.0,4793.0,218.0
sub_2608,2608.0,xmin,2558.0,2558.0,153391,2558.0,4793.0,218.5
sub_2608,2608.0,xmin,2558.0,2558.0,155148,2558.0,4793.0,219.0
sub_2608,2608.0,xmin,2558.0,2558.0,156905,2558.0,4793.0,219.5
sub_2608,2608.0,xmin,2558.0,2558.0,158662,2558.0,4793.0,220.0
sub_2608,2608.0,xmin,2558.0,2558.0,252787,2558.0,4793.0,222.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,254544,2558.0,4793.0,224.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,256301,2558.0,4793.0,226.5
sub_2608,2608.0,xmin,2558.0,2558.0,258058,2558.0,4793.0,228.66666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,259815,2558.0,4793.0,230.83333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,261572,2558.0,4793.0,233.0
